Text;Size;Color;Angle;Font;Repeat;URL
有着;2;Random;Random;Random;Yes;v
塑造;2;Random;Random;Random;Yes;v
内核;2;Random;Random;Random;Yes;n
记得;2;Random;Random;Random;Yes;v
挥之不去;2;Random;Random;Random;Yes;l
蒙蔽;2;Random;Random;Random;Yes;a
布里克;2;Random;Random;Random;Yes;nrt
表达;2;Random;Random;Random;Yes;v
未来;2;Random;Random;Random;Yes;t
现象;2;Random;Random;Random;Yes;n
带来;2;Random;Random;Random;Yes;v
悲壮;2;Random;Random;Random;Yes;a
忍不住;2;Random;Random;Random;Yes;v
做作;2;Random;Random;Random;Yes;v
薄弱;2;Random;Random;Random;Yes;a
少女;2;Random;Random;Random;Yes;n
救援队;2;Random;Random;Random;Yes;n
层面;2;Random;Random;Random;Yes;n
可言;2;Random;Random;Random;Yes;v
红海行动;2;Random;Random;Random;Yes;n
平庸;2;Random;Random;Random;Yes;a
预期;2;Random;Random;Random;Yes;vn
经典;2;Random;Random;Random;Yes;n
产生;2;Random;Random;Random;Yes;n
压根;2;Random;Random;Random;Yes;n
起码;2;Random;Random;Random;Yes;n
水平;2;Random;Random;Random;Yes;n
low;2;Random;Random;Random;Yes;eng
悬疑;2;Random;Random;Random;Yes;v
选择;2;Random;Random;Random;Yes;v
人性;2;Random;Random;Random;Yes;n
简单;2;Random;Random;Random;Yes;a
完成;2;Random;Random;Random;Yes;v
不错;2;Random;Random;Random;Yes;a
精神;2;Random;Random;Random;Yes;n
浪费;2;Random;Random;Random;Yes;n
男女;2;Random;Random;Random;Yes;n
理性;2;Random;Random;Random;Yes;n
国人;2;Random;Random;Random;Yes;n
主旋律;2;Random;Random;Random;Yes;n
中心;2;Random;Random;Random;Yes;n
呼唤;2;Random;Random;Random;Yes;nr
吸引;2;Random;Random;Random;Yes;v
冷静;2;Random;Random;Random;Yes;a
配角;2;Random;Random;Random;Yes;n
近景;2;Random;Random;Random;Yes;n
不算;2;Random;Random;Random;Yes;v
受不了;2;Random;Random;Random;Yes;l
后期;2;Random;Random;Random;Yes;t
能力;2;Random;Random;Random;Yes;n
扁平;2;Random;Random;Random;Yes;n
意味着;2;Random;Random;Random;Yes;v
喜欢;2;Random;Random;Random;Yes;v
结果;2;Random;Random;Random;Yes;n
对不起;2;Random;Random;Random;Yes;l
光环;2;Random;Random;Random;Yes;n
银河系;2;Random;Random;Random;Yes;n
反感;2;Random;Random;Random;Yes;v
过去;2;Random;Random;Random;Yes;t
回来;2;Random;Random;Random;Yes;v
妹妹;2;Random;Random;Random;Yes;n
温柔;2;Random;Random;Random;Yes;a
不止;2;Random;Random;Random;Yes;v
妈妈;2;Random;Random;Random;Yes;n
糟糕;2;Random;Random;Random;Yes;a
办法;2;Random;Random;Random;Yes;n
及格;2;Random;Random;Random;Yes;ad
废话;2;Random;Random;Random;Yes;n
方式;2;Random;Random;Random;Yes;n
抵消;2;Random;Random;Random;Yes;v
速度;2;Random;Random;Random;Yes;n
军人;2;Random;Random;Random;Yes;n
火星;2;Random;Random;Random;Yes;n
失败;2;Random;Random;Random;Yes;v
动物;2;Random;Random;Random;Yes;n
系统;2;Random;Random;Random;Yes;n
火种;2;Random;Random;Random;Yes;n
美国;2;Random;Random;Random;Yes;ns
后天;2;Random;Random;Random;Yes;t
变形金刚;2;Random;Random;Random;Yes;n
国产电影;2;Random;Random;Random;Yes;n
合家欢;2;Random;Random;Random;Yes;l
解决;2;Random;Random;Random;Yes;v
户口;2;Random;Random;Random;Yes;n
爸爸;2;Random;Random;Random;Yes;n
文明;2;Random;Random;Random;Yes;nr
脑袋;2;Random;Random;Random;Yes;n
根本;2;Random;Random;Random;Yes;a
扭曲;2;Random;Random;Random;Yes;v
足够;2;Random;Random;Random;Yes;v
引起;2;Random;Random;Random;Yes;v
元素;2;Random;Random;Random;Yes;n
平行;2;Random;Random;Random;Yes;n
确实;2;Random;Random;Random;Yes;ad
渺茫;2;Random;Random;Random;Yes;a
撞击;2;Random;Random;Random;Yes;v
努力;2;Random;Random;Random;Yes;ad
导致;2;Random;Random;Random;Yes;v
奇怪;2;Random;Random;Random;Yes;v
粗糙;2;Random;Random;Random;Yes;a
比如;2;Random;Random;Random;Yes;v
生物;2;Random;Random;Random;Yes;n
热辐射;2;Random;Random;Random;Yes;nz
环境;2;Random;Random;Random;Yes;n
轨道;2;Random;Random;Random;Yes;n
磁场;2;Random;Random;Random;Yes;n
来自;2;Random;Random;Random;Yes;v
危险;2;Random;Random;Random;Yes;an
容易;2;Random;Random;Random;Yes;a
无比;2;Random;Random;Random;Yes;v
调度;2;Random;Random;Random;Yes;n
系列;2;Random;Random;Random;Yes;q
发展;2;Random;Random;Random;Yes;vn
思维;2;Random;Random;Random;Yes;n
搪塞;2;Random;Random;Random;Yes;v
奇观;2;Random;Random;Random;Yes;a
质感;2;Random;Random;Random;Yes;n
外国;2;Random;Random;Random;Yes;ns
保持;2;Random;Random;Random;Yes;v
奢望;2;Random;Random;Random;Yes;a
时代特色;1;Random;Random;Random;Yes;n
社会主义;1;Random;Random;Random;Yes;n
核心;1;Random;Random;Random;Yes;n
发问;1;Random;Random;Random;Yes;v
回答;1;Random;Random;Random;Yes;v
称得上;1;Random;Random;Random;Yes;v
2D;1;Random;Random;Random;Yes;eng
动作片;1;Random;Random;Random;Yes;n
剪法;1;Random;Random;Random;Yes;n
空间结构;1;Random;Random;Random;Yes;n
比较复杂;1;Random;Random;Random;Yes;l
3D;1;Random;Random;Random;Yes;eng
胡闹;1;Random;Random;Random;Yes;nr
表现;1;Random;Random;Random;Yes;v
运送;1;Random;Random;Random;Yes;v
火石;1;Random;Random;Random;Yes;n
吴孟达;1;Random;Random;Random;Yes;nr
插入;1;Random;Random;Random;Yes;v
特写;1;Random;Random;Random;Yes;n
运动;1;Random;Random;Random;Yes;vn
方向;1;Random;Random;Random;Yes;n
明暗;1;Random;Random;Random;Yes;a
锚定;1;Random;Random;Random;Yes;n
注意力;1;Random;Random;Random;Yes;n
连续;1;Random;Random;Random;Yes;a
长镜头;1;Random;Random;Random;Yes;n
跨越;1;Random;Random;Random;Yes;v
公里;1;Random;Random;Random;Yes;q
建构;1;Random;Random;Random;Yes;n
费力;1;Random;Random;Random;Yes;n
一成不变;1;Random;Random;Random;Yes;i
云淡风轻;1;Random;Random;Random;Yes;i
这点;1;Random;Random;Random;Yes;mq
无力;1;Random;Random;Random;Yes;n
星系;1;Random;Random;Random;Yes;n
尺度;1;Random;Random;Random;Yes;n
序幕;1;Random;Random;Random;Yes;n
往后;1;Random;Random;Random;Yes;t
过年;1;Random;Random;Random;Yes;t
观念;1;Random;Random;Random;Yes;n
灌输;1;Random;Random;Random;Yes;vn
吃不消;1;Random;Random;Random;Yes;l
举例;1;Random;Random;Random;Yes;n
初中生;1;Random;Random;Random;Yes;nr
演讲;1;Random;Random;Random;Yes;v
实实在在;1;Random;Random;Random;Yes;z
瓦解;1;Random;Random;Random;Yes;v
高大;1;Random;Random;Random;Yes;a
银幕;1;Random;Random;Random;Yes;n
联系;1;Random;Random;Random;Yes;n
聪明;1;Random;Random;Random;Yes;a
注释;1;Random;Random;Random;Yes;v
见到;1;Random;Random;Random;Yes;v
城市;1;Random;Random;Random;Yes;ns
云云;1;Random;Random;Random;Yes;nr
悲剧感;1;Random;Random;Random;Yes;n
寒冷;1;Random;Random;Random;Yes;a
说来说去;1;Random;Random;Random;Yes;l
数字;1;Random;Random;Random;Yes;n
记住;1;Random;Random;Random;Yes;v
洛希;1;Random;Random;Random;Yes;nrt
极限;1;Random;Random;Random;Yes;a
文本;1;Random;Random;Random;Yes;n
小而精;1;Random;Random;Random;Yes;i
流程;1;Random;Random;Random;Yes;n
通篇;1;Random;Random;Random;Yes;n
廉价;1;Random;Random;Random;Yes;n
小女孩;1;Random;Random;Random;Yes;n
朗诵;1;Random;Random;Random;Yes;v
听到;1;Random;Random;Random;Yes;v
重重的;1;Random;Random;Random;Yes;z
截然不同;1;Random;Random;Random;Yes;i
精英;1;Random;Random;Random;Yes;n
莽夫;1;Random;Random;Random;Yes;n
不可理喻;1;Random;Random;Random;Yes;i
不成;1;Random;Random;Random;Yes;v
矮化;1;Random;Random;Random;Yes;n
宇航;1;Random;Random;Random;Yes;nr
有失;1;Random;Random;Random;Yes;v
迷信;1;Random;Random;Random;Yes;v
西方;1;Random;Random;Random;Yes;s
民主;1;Random;Random;Random;Yes;n
代表;1;Random;Random;Random;Yes;n
接受;1;Random;Random;Random;Yes;v
匹夫之勇;1;Random;Random;Random;Yes;i
是不是;1;Random;Random;Random;Yes;l
男子;1;Random;Random;Random;Yes;n
幽默;1;Random;Random;Random;Yes;a
大哥;1;Random;Random;Random;Yes;n
家家酒;1;Random;Random;Random;Yes;n
做出;1;Random;Random;Random;Yes;v
幼稚;1;Random;Random;Random;Yes;a
人民;1;Random;Random;Random;Yes;n
拍摄;1;Random;Random;Random;Yes;v
推动;1;Random;Random;Random;Yes;v
杭州;1;Random;Random;Random;Yes;ns
沦陷;1;Random;Random;Random;Yes;v
印尼;1;Random;Random;Random;Yes;ns
引力;1;Random;Random;Random;Yes;n
加大;1;Random;Random;Random;Yes;v
插科打诨;1;Random;Random;Random;Yes;i
个性;1;Random;Random;Random;Yes;n
莫名其妙;1;Random;Random;Random;Yes;i
呕吐;1;Random;Random;Random;Yes;v
好不容易;1;Random;Random;Random;Yes;l
走入;1;Random;Random;Random;Yes;v
热血沸腾;1;Random;Random;Random;Yes;i
放大;1;Random;Random;Random;Yes;v
回音;1;Random;Random;Random;Yes;n
混响;1;Random;Random;Random;Yes;vn
节奏感;1;Random;Random;Random;Yes;n
大义;1;Random;Random;Random;Yes;n
家人;1;Random;Random;Random;Yes;n
违背;1;Random;Random;Random;Yes;v
规则;1;Random;Random;Random;Yes;n
道德;1;Random;Random;Random;Yes;nr
绑架;1;Random;Random;Random;Yes;v
前段;1;Random;Random;Random;Yes;n
不让;1;Random;Random;Random;Yes;v
遗产;1;Random;Random;Random;Yes;vn
爷俩;1;Random;Random;Random;Yes;n
心理;1;Random;Random;Random;Yes;n
反思;1;Random;Random;Random;Yes;v
无疾而终;1;Random;Random;Random;Yes;i
知晓;1;Random;Random;Random;Yes;v
抱歉;1;Random;Random;Random;Yes;v
白眼;1;Random;Random;Random;Yes;n
期待;1;Random;Random;Random;Yes;v
实力;1;Random;Random;Random;Yes;n
共鸣;1;Random;Random;Random;Yes;v
上乘;1;Random;Random;Random;Yes;v
说好;1;Random;Random;Random;Yes;v
天使;1;Random;Random;Random;Yes;n
不合时宜;1;Random;Random;Random;Yes;i
低廉;1;Random;Random;Random;Yes;a
笑料;1;Random;Random;Random;Yes;n
包括;1;Random;Random;Random;Yes;v
广告;1;Random;Random;Random;Yes;n
植入;1;Random;Random;Random;Yes;n
展现;1;Random;Random;Random;Yes;v
妥协;1;Random;Random;Random;Yes;v
媚俗;1;Random;Random;Random;Yes;n
明明;1;Random;Random;Random;Yes;t
壮阔;1;Random;Random;Random;Yes;a
天文;1;Random;Random;Random;Yes;nz
奇景;1;Random;Random;Random;Yes;n
气象;1;Random;Random;Random;Yes;n
不足;1;Random;Random;Random;Yes;a
干涩;1;Random;Random;Random;Yes;a
寄予希望;1;Random;Random;Random;Yes;nr
期盼;1;Random;Random;Random;Yes;v
扛鼎之作;1;Random;Random;Random;Yes;l
不远处;1;Random;Random;Random;Yes;s
本土;1;Random;Random;Random;Yes;n
高分;1;Random;Random;Random;Yes;n
哲学;1;Random;Random;Random;Yes;n
命题;1;Random;Random;Random;Yes;n
起点;1;Random;Random;Random;Yes;n
没道理;1;Random;Random;Random;Yes;l
逗留;1;Random;Random;Random;Yes;v
通用;1;Random;Random;Random;Yes;v
抒发;1;Random;Random;Random;Yes;v
Eason;1;Random;Random;Random;Yes;eng
月球;1;Random;Random;Random;Yes;n
写道;1;Random;Random;Random;Yes;v
观看;1;Random;Random;Random;Yes;v
潜伏;1;Random;Random;Random;Yes;v
野史;1;Random;Random;Random;Yes;n
记载;1;Random;Random;Random;Yes;v
不理;1;Random;Random;Random;Yes;v
渺小;1;Random;Random;Random;Yes;a
宇宙观;1;Random;Random;Random;Yes;l
应有;1;Random;Random;Random;Yes;v
共识;1;Random;Random;Random;Yes;n
降临;1;Random;Random;Random;Yes;v
谷粒;1;Random;Random;Random;Yes;n
充斥;1;Random;Random;Random;Yes;v
模仿;1;Random;Random;Random;Yes;v
痕迹;1;Random;Random;Random;Yes;n
地心引力;1;Random;Random;Random;Yes;n
画质;1;Random;Random;Random;Yes;n
播放;1;Random;Random;Random;Yes;v
主题;1;Random;Random;Random;Yes;n
乡土气;1;Random;Random;Random;Yes;n
地下;1;Random;Random;Random;Yes;s
小镇;1;Random;Random;Random;Yes;nr
中段;1;Random;Random;Random;Yes;n
疲惫;1;Random;Random;Random;Yes;a
吹捧;1;Random;Random;Random;Yes;v
狂潮;1;Random;Random;Random;Yes;n
聒噪;1;Random;Random;Random;Yes;a
无时无刻;1;Random;Random;Random;Yes;i
激素;1;Random;Random;Random;Yes;n
泛滥;1;Random;Random;Random;Yes;v
中年;1;Random;Random;Random;Yes;t
小女生;1;Random;Random;Random;Yes;nr
激情;1;Random;Random;Random;Yes;n
澎湃;1;Random;Random;Random;Yes;v
小学生;1;Random;Random;Random;Yes;nr
实现;1;Random;Random;Random;Yes;v
充其量;1;Random;Random;Random;Yes;n
谈不上;1;Random;Random;Random;Yes;l
知名;1;Random;Random;Random;Yes;v
移植;1;Random;Random;Random;Yes;v
纯粹;1;Random;Random;Random;Yes;a
看不到;1;Random;Random;Random;Yes;v
神秘;1;Random;Random;Random;Yes;a
敬畏;1;Random;Random;Random;Yes;nr
致密;1;Random;Random;Random;Yes;a
吸引力;1;Random;Random;Random;Yes;n
看过;1;Random;Random;Random;Yes;v
感到;1;Random;Random;Random;Yes;v
激动;1;Random;Random;Random;Yes;a
颤抖;1;Random;Random;Random;Yes;v
上去;1;Random;Random;Random;Yes;t
人文;1;Random;Random;Random;Yes;n
智慧;1;Random;Random;Random;Yes;nr
审美;1;Random;Random;Random;Yes;vn
感叹;1;Random;Random;Random;Yes;v
跪拜;1;Random;Random;Random;Yes;v
诺兰;1;Random;Random;Random;Yes;nrt
无可替代;1;Random;Random;Random;Yes;l
深入;1;Random;Random;Random;Yes;v
主线;1;Random;Random;Random;Yes;n
规划;1;Random;Random;Random;Yes;n
温情;1;Random;Random;Random;Yes;n
两头落空;1;Random;Random;Random;Yes;i
挖掘;1;Random;Random;Random;Yes;v
杀死;1;Random;Random;Random;Yes;v
取舍;1;Random;Random;Random;Yes;v
艰难;1;Random;Random;Random;Yes;a
社会;1;Random;Random;Random;Yes;n
沉浸;1;Random;Random;Random;Yes;v
悲伤;1;Random;Random;Random;Yes;a
自责;1;Random;Random;Random;Yes;v
如今;1;Random;Random;Random;Yes;t
猎奇;1;Random;Random;Random;Yes;n
关注;1;Random;Random;Random;Yes;v
略过;1;Random;Random;Random;Yes;v
简化;1;Random;Random;Random;Yes;v
最高;1;Random;Random;Random;Yes;a
追求;1;Random;Random;Random;Yes;v
倒也不是;1;Random;Random;Random;Yes;l
特大;1;Random;Random;Random;Yes;a
显眼;1;Random;Random;Random;Yes;v
没趣;1;Random;Random;Random;Yes;v
无聊;1;Random;Random;Random;Yes;a
美学;1;Random;Random;Random;Yes;n
取向;1;Random;Random;Random;Yes;v
开启;1;Random;Random;Random;Yes;v
定义;1;Random;Random;Random;Yes;n
自信;1;Random;Random;Random;Yes;v
骄傲;1;Random;Random;Random;Yes;a
production;1;Random;Random;Random;Yes;eng
quality;1;Random;Random;Random;Yes;eng
三观;1;Random;Random;Random;Yes;nz
传统;1;Random;Random;Random;Yes;n
家庭;1;Random;Random;Random;Yes;n
顶撞;1;Random;Random;Random;Yes;v
为主;1;Random;Random;Random;Yes;v
庸俗;1;Random;Random;Random;Yes;a
柔弱;1;Random;Random;Random;Yes;a
无用;1;Random;Random;Random;Yes;v
集体主义;1;Random;Random;Random;Yes;n
翻白眼;1;Random;Random;Random;Yes;l
要犯;1;Random;Random;Random;Yes;v
嘿嘿;1;Random;Random;Random;Yes;o
霍金;1;Random;Random;Random;Yes;nr
牛顿;1;Random;Random;Random;Yes;nr
老爷子;1;Random;Random;Random;Yes;n
在世;1;Random;Random;Random;Yes;nrt
哥哥;1;Random;Random;Random;Yes;ns
气死;1;Random;Random;Random;Yes;n
拿出;1;Random;Random;Random;Yes;v
腔调;1;Random;Random;Random;Yes;n
早早;1;Random;Random;Random;Yes;t
大气磅礴;1;Random;Random;Random;Yes;i
性格;1;Random;Random;Random;Yes;n
矫情;1;Random;Random;Random;Yes;a
脸谱化;1;Random;Random;Random;Yes;n
讲完;1;Random;Random;Random;Yes;v
实属;1;Random;Random;Random;Yes;n
不易;1;Random;Random;Random;Yes;a
上车;1;Random;Random;Random;Yes;n
行车;1;Random;Random;Random;Yes;n
规范;1;Random;Random;Random;Yes;n
儿子;1;Random;Random;Random;Yes;n
活着;1;Random;Random;Random;Yes;v
后代;1;Random;Random;Random;Yes;t
感性;1;Random;Random;Random;Yes;n
战胜;1;Random;Random;Random;Yes;n
案例;1;Random;Random;Random;Yes;n
匮乏;1;Random;Random;Random;Yes;v
影评;1;Random;Random;Random;Yes;vn
不难看出;1;Random;Random;Random;Yes;i
展望;1;Random;Random;Random;Yes;v
浩瀚;1;Random;Random;Random;Yes;a
网络;1;Random;Random;Random;Yes;n
流行;1;Random;Random;Random;Yes;v
段子;1;Random;Random;Random;Yes;nr
转折;1;Random;Random;Random;Yes;v
迷幻;1;Random;Random;Random;Yes;a
好像;1;Random;Random;Random;Yes;v
过于;1;Random;Random;Random;Yes;v
苛责;1;Random;Random;Random;Yes;v
气氛;1;Random;Random;Random;Yes;n
渲染;1;Random;Random;Random;Yes;v
顺利;1;Random;Random;Random;Yes;ad
摘下;1;Random;Random;Random;Yes;v
巨作;1;Random;Random;Random;Yes;n
标签;1;Random;Random;Random;Yes;n
仔细;1;Random;Random;Random;Yes;ad
想一想;1;Random;Random;Random;Yes;i
剧情片;1;Random;Random;Random;Yes;n
特质;1;Random;Random;Random;Yes;n
冷酷;1;Random;Random;Random;Yes;a
请问;1;Random;Random;Random;Yes;v
一言不合;1;Random;Random;Random;Yes;i
疯狂;1;Random;Random;Random;Yes;a
入场;1;Random;Random;Random;Yes;n
正巧;1;Random;Random;Random;Yes;a
撞见;1;Random;Random;Random;Yes;v
神探;1;Random;Random;Random;Yes;n
松林;1;Random;Random;Random;Yes;ns
扑街;1;Random;Random;Random;Yes;n
看不懂;1;Random;Random;Random;Yes;v
前因后果;1;Random;Random;Random;Yes;i
实际;1;Random;Random;Random;Yes;n
卡梅隆;1;Random;Random;Random;Yes;nr
客套;1;Random;Random;Random;Yes;n
夸赞;1;Random;Random;Random;Yes;nrt
机会;1;Random;Random;Random;Yes;n
口型;1;Random;Random;Random;Yes;n
原罪;1;Random;Random;Random;Yes;n
