Text;Size;Color;Angle;Font;Repeat;URL
作文;4;Random;Random;Random;Yes;n
背景;4;Random;Random;Random;Yes;n
作用;4;Random;Random;Random;Yes;v
发展;4;Random;Random;Random;Yes;vn
渲染;4;Random;Random;Random;Yes;v
呈现;4;Random;Random;Random;Yes;v
关系;4;Random;Random;Random;Yes;n
发现;4;Random;Random;Random;Yes;v
市场;4;Random;Random;Random;Yes;n
决定;4;Random;Random;Random;Yes;v
广播;4;Random;Random;Random;Yes;vn
好看;4;Random;Random;Random;Yes;v
设计;4;Random;Random;Random;Yes;vn
关键时刻;4;Random;Random;Random;Yes;n
令人;4;Random;Random;Random;Yes;nrt
需要;4;Random;Random;Random;Yes;v
实现;4;Random;Random;Random;Yes;v
集体;4;Random;Random;Random;Yes;n
过于;4;Random;Random;Random;Yes;v
讲述;3;Random;Random;Random;Yes;v
交代;3;Random;Random;Random;Yes;n
法语;3;Random;Random;Random;Yes;nz
致敬;3;Random;Random;Random;Yes;v
AI;3;Random;Random;Random;Yes;eng
处理;3;Random;Random;Random;Yes;v
地面;3;Random;Random;Random;Yes;n
矛盾;3;Random;Random;Random;Yes;an
兄妹;3;Random;Random;Random;Yes;n
混乱;3;Random;Random;Random;Yes;a
剧作;3;Random;Random;Random;Yes;n
批评;3;Random;Random;Random;Yes;v
不得;3;Random;Random;Random;Yes;v
国产片;3;Random;Random;Random;Yes;n
观影;3;Random;Random;Random;Yes;n
依旧;3;Random;Random;Random;Yes;z
方面;3;Random;Random;Random;Yes;n
忍不住;3;Random;Random;Random;Yes;v
感受;3;Random;Random;Random;Yes;v
使得;3;Random;Random;Random;Yes;v
冒险;3;Random;Random;Random;Yes;n
悲观;3;Random;Random;Random;Yes;a
对不起;3;Random;Random;Random;Yes;l
没法;3;Random;Random;Random;Yes;v
接受;3;Random;Random;Random;Yes;v
得到;3;Random;Random;Random;Yes;v
奇迹;3;Random;Random;Random;Yes;n
俄罗斯;3;Random;Random;Random;Yes;ns
日本;3;Random;Random;Random;Yes;ns
任性;3;Random;Random;Random;Yes;n
宣传;3;Random;Random;Random;Yes;vn
意外;3;Random;Random;Random;Yes;a
可惜;3;Random;Random;Random;Yes;v
有待;3;Random;Random;Random;Yes;v
加强;3;Random;Random;Random;Yes;v
想到;3;Random;Random;Random;Yes;v
联合;3;Random;Random;Random;Yes;v
失败;3;Random;Random;Random;Yes;v
是否;3;Random;Random;Random;Yes;v
无比;3;Random;Random;Random;Yes;v
全程;3;Random;Random;Random;Yes;n
人文;3;Random;Random;Random;Yes;n
国产电影;3;Random;Random;Random;Yes;n
剩下;3;Random;Random;Random;Yes;v
命运;3;Random;Random;Random;Yes;n
火种;3;Random;Random;Random;Yes;n
想象;3;Random;Random;Random;Yes;n
前进;3;Random;Random;Random;Yes;v
国际;3;Random;Random;Random;Yes;n
经典;3;Random;Random;Random;Yes;n
节制;3;Random;Random;Random;Yes;v
位置;3;Random;Random;Random;Yes;v
理智;3;Random;Random;Random;Yes;n
思维;3;Random;Random;Random;Yes;n
悖论;3;Random;Random;Random;Yes;n
区别;3;Random;Random;Random;Yes;n
两行;3;Random;Random;Random;Yes;j
大家;3;Random;Random;Random;Yes;n
诚意;3;Random;Random;Random;Yes;a
基本上;3;Random;Random;Random;Yes;n
全部;3;Random;Random;Random;Yes;n
架构;3;Random;Random;Random;Yes;n
新意;3;Random;Random;Random;Yes;n
看出;3;Random;Random;Random;Yes;v
影子;3;Random;Random;Random;Yes;n
影院;3;Random;Random;Random;Yes;n
行为;3;Random;Random;Random;Yes;v
转折;3;Random;Random;Random;Yes;v
评论;3;Random;Random;Random;Yes;n
麻烦;3;Random;Random;Random;Yes;an
消失;3;Random;Random;Random;Yes;n
环境;3;Random;Random;Random;Yes;n
不想;3;Random;Random;Random;Yes;v
整部;3;Random;Random;Random;Yes;n
冲突;3;Random;Random;Random;Yes;vn
扎实;3;Random;Random;Random;Yes;a
反转;3;Random;Random;Random;Yes;v
天体;3;Random;Random;Random;Yes;n
格局;3;Random;Random;Random;Yes;n
突破;3;Random;Random;Random;Yes;vn
不能;3;Random;Random;Random;Yes;v
浩瀚;3;Random;Random;Random;Yes;a
红海行动;3;Random;Random;Random;Yes;n
完成度;3;Random;Random;Random;Yes;l
宽容;3;Random;Random;Random;Yes;a
能力;3;Random;Random;Random;Yes;n
恢弘;3;Random;Random;Random;Yes;a
动作;3;Random;Random;Random;Yes;n
世界观;3;Random;Random;Random;Yes;nz
初中生;3;Random;Random;Random;Yes;nr
是不是;3;Random;Random;Random;Yes;l
大量;3;Random;Random;Random;Yes;n
天天;3;Random;Random;Random;Yes;t
末日;3;Random;Random;Random;Yes;t
朋克;3;Random;Random;Random;Yes;n
完成;3;Random;Random;Random;Yes;v
预期;3;Random;Random;Random;Yes;vn
可见;3;Random;Random;Random;Yes;v
继续;3;Random;Random;Random;Yes;v
编剧;3;Random;Random;Random;Yes;n
2012;3;Random;Random;Random;Yes;eng
体系;3;Random;Random;Random;Yes;n
100;3;Random;Random;Random;Yes;eng
失望;3;Random;Random;Random;Yes;v
评价;3;Random;Random;Random;Yes;n
庞大;3;Random;Random;Random;Yes;a
思考;3;Random;Random;Random;Yes;v
停留;3;Random;Random;Random;Yes;v
理性;3;Random;Random;Random;Yes;n
成为;3;Random;Random;Random;Yes;v
保持;3;Random;Random;Random;Yes;v
打动;3;Random;Random;Random;Yes;v
不足;3;Random;Random;Random;Yes;a
具体;3;Random;Random;Random;Yes;a
集体主义;3;Random;Random;Random;Yes;n
创作;3;Random;Random;Random;Yes;vn
华语;3;Random;Random;Random;Yes;nz
配音;3;Random;Random;Random;Yes;n
磅礴;2;Random;Random;Random;Yes;v
恢宏;2;Random;Random;Random;Yes;a
营造;2;Random;Random;Random;Yes;vn
用心;2;Random;Random;Random;Yes;n
好奇;2;Random;Random;Random;Yes;a
出于;2;Random;Random;Random;Yes;v
彻底;2;Random;Random;Random;Yes;ad
严重;2;Random;Random;Random;Yes;a
方式;2;Random;Random;Random;Yes;n
清楚;2;Random;Random;Random;Yes;a
变成;2;Random;Random;Random;Yes;v
幽默;2;Random;Random;Random;Yes;a
全球化;2;Random;Random;Random;Yes;n
日语;2;Random;Random;Random;Yes;nz
缺席;2;Random;Random;Random;Yes;n
漫游;2;Random;Random;Random;Yes;vn
杂糅;2;Random;Random;Random;Yes;v
吴孟达;2;Random;Random;Random;Yes;nr
坠落;2;Random;Random;Random;Yes;v
直逼;2;Random;Random;Random;Yes;v
儿子;2;Random;Random;Random;Yes;n
想象力;2;Random;Random;Random;Yes;n
赞美;2;Random;Random;Random;Yes;ns
现在;2;Random;Random;Random;Yes;t
客观;2;Random;Random;Random;Yes;n
证明;2;Random;Random;Random;Yes;n
力量;2;Random;Random;Random;Yes;n
作家;2;Random;Random;Random;Yes;n
强烈;2;Random;Random;Random;Yes;a
全人类;2;Random;Random;Random;Yes;n
借用;2;Random;Random;Random;Yes;v
民族主义;2;Random;Random;Random;Yes;n
高呼;2;Random;Random;Random;Yes;v
穿越;2;Random;Random;Random;Yes;v
儿戏;2;Random;Random;Random;Yes;n
两回事;2;Random;Random;Random;Yes;l
热血;2;Random;Random;Random;Yes;n
尊重;2;Random;Random;Random;Yes;a
所有人;2;Random;Random;Random;Yes;n
结局;2;Random;Random;Random;Yes;n
绝望;2;Random;Random;Random;Yes;v
看法;2;Random;Random;Random;Yes;v
火星;2;Random;Random;Random;Yes;n
四星;2;Random;Random;Random;Yes;nz
看着;2;Random;Random;Random;Yes;v
小屁孩;2;Random;Random;Random;Yes;nr
科学家;2;Random;Random;Random;Yes;n
爱国主义;2;Random;Random;Random;Yes;nz
韩国;2;Random;Random;Random;Yes;ns
做到;2;Random;Random;Random;Yes;v
双线;2;Random;Random;Random;Yes;n
中国式;2;Random;Random;Random;Yes;nz
自我牺牲;2;Random;Random;Random;Yes;l
年轻;2;Random;Random;Random;Yes;a
人们;2;Random;Random;Random;Yes;n
自以为是;2;Random;Random;Random;Yes;l
期望;2;Random;Random;Random;Yes;v
绑架;2;Random;Random;Random;Yes;v
文戏;2;Random;Random;Random;Yes;n
妹妹;2;Random;Random;Random;Yes;n
完美;2;Random;Random;Random;Yes;a
优秀;2;Random;Random;Random;Yes;a
经不起;2;Random;Random;Random;Yes;l
宇航员;2;Random;Random;Random;Yes;n
影像;2;Random;Random;Random;Yes;vn
上映;2;Random;Random;Random;Yes;v
设想;2;Random;Random;Random;Yes;n
人物形象;2;Random;Random;Random;Yes;n
浪漫主义;2;Random;Random;Random;Yes;n
权威;2;Random;Random;Random;Yes;nr
大体;2;Random;Random;Random;Yes;n
卡车;2;Random;Random;Random;Yes;n
工程;2;Random;Random;Random;Yes;n
概率;2;Random;Random;Random;Yes;n
中学生;2;Random;Random;Random;Yes;n
胜利;2;Random;Random;Random;Yes;vn
壮阔;2;Random;Random;Random;Yes;a
废土;2;Random;Random;Random;Yes;n
展现;2;Random;Random;Random;Yes;v
模仿;2;Random;Random;Random;Yes;v
哈尔;2;Random;Random;Random;Yes;nrt
显露;2;Random;Random;Random;Yes;v
科学;2;Random;Random;Random;Yes;n
号称;2;Random;Random;Random;Yes;v
套路;2;Random;Random;Random;Yes;n
美式;2;Random;Random;Random;Yes;n
粗暴;2;Random;Random;Random;Yes;a
不知;2;Random;Random;Random;Yes;v
走出;2;Random;Random;Random;Yes;v
女生;2;Random;Random;Random;Yes;n
同伴;2;Random;Random;Random;Yes;n
打分;2;Random;Random;Random;Yes;v
缺失;2;Random;Random;Random;Yes;v
高科技;2;Random;Random;Random;Yes;nz
最高;2;Random;Random;Random;Yes;a
想起;2;Random;Random;Random;Yes;v
母题;2;Random;Random;Random;Yes;n
地下;2;Random;Random;Random;Yes;s
星球;2;Random;Random;Random;Yes;n
未知;2;Random;Random;Random;Yes;v
工作;2;Random;Random;Random;Yes;vn
膨胀;2;Random;Random;Random;Yes;v
传递;2;Random;Random;Random;Yes;v
火石;2;Random;Random;Random;Yes;n
教室;2;Random;Random;Random;Yes;n
虚假;2;Random;Random;Random;Yes;a
情结;2;Random;Random;Random;Yes;n
狗头;2;Random;Random;Random;Yes;n
味道;2;Random;Random;Random;Yes;n
结尾;2;Random;Random;Random;Yes;n
爆米花;2;Random;Random;Random;Yes;n
浅薄;2;Random;Random;Random;Yes;a
布里克;2;Random;Random;Random;Yes;nrt
片中;2;Random;Random;Random;Yes;s
模糊;2;Random;Random;Random;Yes;a
和解;2;Random;Random;Random;Yes;v
频道;2;Random;Random;Random;Yes;n
视觉效果;2;Random;Random;Random;Yes;n
重大;2;Random;Random;Random;Yes;a
光洁;2;Random;Random;Random;Yes;a
突兀;2;Random;Random;Random;Yes;v
资源;2;Random;Random;Random;Yes;n
散伙;2;Random;Random;Random;Yes;n
回来;2;Random;Random;Random;Yes;v
意识形态;2;Random;Random;Random;Yes;l
制造;2;Random;Random;Random;Yes;v
在于;2;Random;Random;Random;Yes;v
相比;2;Random;Random;Random;Yes;v
野心;2;Random;Random;Random;Yes;n
话说回来;2;Random;Random;Random;Yes;l
结束;2;Random;Random;Random;Yes;v
奇观;2;Random;Random;Random;Yes;a
开荒;2;Random;Random;Random;Yes;v
经典电影;2;Random;Random;Random;Yes;n
骄傲;2;Random;Random;Random;Yes;a
动机;2;Random;Random;Random;Yes;n
加上;2;Random;Random;Random;Yes;v
不用;2;Random;Random;Random;Yes;v
紧张感;2;Random;Random;Random;Yes;n
家园;2;Random;Random;Random;Yes;n
想法;2;Random;Random;Random;Yes;v
男主角;2;Random;Random;Random;Yes;n
无法;2;Random;Random;Random;Yes;n
认同;2;Random;Random;Random;Yes;v
摆脱;2;Random;Random;Random;Yes;v
困境;2;Random;Random;Random;Yes;n
浪漫;2;Random;Random;Random;Yes;a
小品;2;Random;Random;Random;Yes;n
春晚;2;Random;Random;Random;Yes;t
集权;2;Random;Random;Random;Yes;n
嘴脸;2;Random;Random;Random;Yes;n
高压;2;Random;Random;Random;Yes;n
回想;2;Random;Random;Random;Yes;v
自由;2;Random;Random;Random;Yes;a
当下;2;Random;Random;Random;Yes;t
电影工业;2;Random;Random;Random;Yes;n
完整;2;Random;Random;Random;Yes;a
记住;2;Random;Random;Random;Yes;v
潦草;2;Random;Random;Random;Yes;a
差不多;2;Random;Random;Random;Yes;l
定义;2;Random;Random;Random;Yes;n
涉及;2;Random;Random;Random;Yes;v
国人;2;Random;Random;Random;Yes;n
冲撞;2;Random;Random;Random;Yes;vn
强大;2;Random;Random;Random;Yes;a
小孩;2;Random;Random;Random;Yes;n
脑袋;2;Random;Random;Random;Yes;n
逃离;2;Random;Random;Random;Yes;v
引力;2;Random;Random;Random;Yes;n
运动;2;Random;Random;Random;Yes;vn
认为;2;Random;Random;Random;Yes;v
跟不上;2;Random;Random;Random;Yes;v
近十年;2;Random;Random;Random;Yes;l
露怯;2;Random;Random;Random;Yes;a
调动;2;Random;Random;Random;Yes;vn
努力;2;Random;Random;Random;Yes;ad
刻意;2;Random;Random;Random;Yes;v
优点;2;Random;Random;Random;Yes;n
念白;2;Random;Random;Random;Yes;v
视野;2;Random;Random;Random;Yes;n
范围;2;Random;Random;Random;Yes;n
去年;2;Random;Random;Random;Yes;t
迎接;2;Random;Random;Random;Yes;v
热情;2;Random;Random;Random;Yes;n
大年初一;2;Random;Random;Random;Yes;t
认真;2;Random;Random;Random;Yes;ad
银翼;2;Random;Random;Random;Yes;n
杀手;2;Random;Random;Random;Yes;v
足够;2;Random;Random;Random;Yes;v
生存;2;Random;Random;Random;Yes;v
社会形态;2;Random;Random;Random;Yes;l
心理;2;Random;Random;Random;Yes;n
太重;2;Random;Random;Random;Yes;n
观念;2;Random;Random;Random;Yes;n
无视;2;Random;Random;Random;Yes;v
灵性;2;Random;Random;Random;Yes;n
任务;2;Random;Random;Random;Yes;n
找到;2;Random;Random;Random;Yes;v
奇怪;2;Random;Random;Random;Yes;v
回家;2;Random;Random;Random;Yes;n
明明;2;Random;Random;Random;Yes;t
大跃进;2;Random;Random;Random;Yes;nz
不可;2;Random;Random;Random;Yes;v
智慧;2;Random;Random;Random;Yes;nr
有着;2;Random;Random;Random;Yes;v
历史;2;Random;Random;Random;Yes;n
代表;2;Random;Random;Random;Yes;n
程度;2;Random;Random;Random;Yes;n
道路;2;Random;Random;Random;Yes;n
行动;2;Random;Random;Random;Yes;vn
父亲;2;Random;Random;Random;Yes;n
打造;2;Random;Random;Random;Yes;v
细致;2;Random;Random;Random;Yes;a
闭嘴;2;Random;Random;Random;Yes;v
总体;2;Random;Random;Random;Yes;n
参考;2;Random;Random;Random;Yes;v
本土化;2;Random;Random;Random;Yes;n
亲人;2;Random;Random;Random;Yes;n
不行;2;Random;Random;Random;Yes;v
美术;2;Random;Random;Random;Yes;n
满足;2;Random;Random;Random;Yes;v
想想;2;Random;Random;Random;Yes;v
天花板;2;Random;Random;Random;Yes;n
一度;2;Random;Random;Random;Yes;mq
厉害;2;Random;Random;Random;Yes;a
瑕疵;2;Random;Random;Random;Yes;n
才能;2;Random;Random;Random;Yes;v
自杀;2;Random;Random;Random;Yes;v
刻板;2;Random;Random;Random;Yes;n
印象;2;Random;Random;Random;Yes;n
哥哥;2;Random;Random;Random;Yes;ns
放弃;2;Random;Random;Random;Yes;v
正面;2;Random;Random;Random;Yes;ad
讨厌;2;Random;Random;Random;Yes;v
恶心;2;Random;Random;Random;Yes;n
人心;2;Random;Random;Random;Yes;n
哲学;2;Random;Random;Random;Yes;n
断裂;2;Random;Random;Random;Yes;v
惊悚;2;Random;Random;Random;Yes;a
秩序;2;Random;Random;Random;Yes;n
上帝;2;Random;Random;Random;Yes;n
驾驶;2;Random;Random;Random;Yes;v
推敲;2;Random;Random;Random;Yes;v
北京;2;Random;Random;Random;Yes;ns
校服;2;Random;Random;Random;Yes;n
3D;2;Random;Random;Random;Yes;eng
诞生;2;Random;Random;Random;Yes;v
看似;2;Random;Random;Random;Yes;v
幼稚;2;Random;Random;Random;Yes;a
全然;2;Random;Random;Random;Yes;ad
情绪化;2;Random;Random;Random;Yes;n
生命;2;Random;Random;Random;Yes;vn
理论;2;Random;Random;Random;Yes;n
足见;2;Random;Random;Random;Yes;v
实力;2;Random;Random;Random;Yes;n
像样;2;Random;Random;Random;Yes;v
道德;2;Random;Random;Random;Yes;nr
外壳;2;Random;Random;Random;Yes;n
说话;2;Random;Random;Random;Yes;v
长久以来;2;Random;Random;Random;Yes;l
假大空;2;Random;Random;Random;Yes;n
创作者;2;Random;Random;Random;Yes;n
换成;2;Random;Random;Random;Yes;v
核心;2;Random;Random;Random;Yes;n
宏伟;2;Random;Random;Random;Yes;a
空间;2;Random;Random;Random;Yes;n
过分;2;Random;Random;Random;Yes;n
提升;2;Random;Random;Random;Yes;v
重要;2;Random;Random;Random;Yes;a
全世界;2;Random;Random;Random;Yes;n
看看;2;Random;Random;Random;Yes;v
星星;2;Random;Random;Random;Yes;nz
技能;2;Random;Random;Random;Yes;n
失去;2;Random;Random;Random;Yes;v
外星人;2;Random;Random;Random;Yes;n
很棒;2;Random;Random;Random;Yes;a
风格;2;Random;Random;Random;Yes;n
眼睛;2;Random;Random;Random;Yes;n
思路;2;Random;Random;Random;Yes;n
年代;2;Random;Random;Random;Yes;t
还原;2;Random;Random;Random;Yes;v
35;2;Random;Random;Random;Yes;eng
陪衬;2;Random;Random;Random;Yes;v
包括;2;Random;Random;Random;Yes;v
配角;2;Random;Random;Random;Yes;n
亮点;2;Random;Random;Random;Yes;n
角度;2;Random;Random;Random;Yes;n
性格;2;Random;Random;Random;Yes;n
老师;2;Random;Random;Random;Yes;n
爱情;2;Random;Random;Random;Yes;n
基础;2;Random;Random;Random;Yes;n
实际;2;Random;Random;Random;Yes;n
讲故事;2;Random;Random;Random;Yes;n
谈不上;2;Random;Random;Random;Yes;l
简单;2;Random;Random;Random;Yes;a
内容;2;Random;Random;Random;Yes;n
单薄;2;Random;Random;Random;Yes;a
以资鼓励;2;Random;Random;Random;Yes;l
准备;2;Random;Random;Random;Yes;v
抄袭;2;Random;Random;Random;Yes;v
之躯;2;Random;Random;Random;Yes;n
刻画;2;Random;Random;Random;Yes;n
抒情;2;Random;Random;Random;Yes;n
歌颂;2;Random;Random;Random;Yes;v
选择;2;Random;Random;Random;Yes;v
输出;2;Random;Random;Random;Yes;v
忽视;2;Random;Random;Random;Yes;v
流露出;2;Random;Random;Random;Yes;i
形象;2;Random;Random;Random;Yes;n
过度;2;Random;Random;Random;Yes;n
感染力;2;Random;Random;Random;Yes;n
立体;2;Random;Random;Random;Yes;n
小时;2;Random;Random;Random;Yes;n
铺垫;2;Random;Random;Random;Yes;n
亲情;2;Random;Random;Random;Yes;n
迄今为止;1;Random;Random;Random;Yes;l
巅峰;1;Random;Random;Random;Yes;n
造成;1;Random;Random;Random;Yes;v
超过;1;Random;Random;Random;Yes;v
40;1;Random;Random;Random;Yes;eng
成型;1;Random;Random;Random;Yes;n
重配;1;Random;Random;Random;Yes;vn
