Text;Size;Color;Angle;Font;Repeat;URL
广播;15;Random;Random;Random;Yes;vn
背景;15;Random;Random;Random;Yes;n
文明;15;Random;Random;Random;Yes;nr
本来;15;Random;Random;Random;Yes;t
合格;14;Random;Random;Random;Yes;n
发展;14;Random;Random;Random;Yes;vn
元素;14;Random;Random;Random;Yes;n
生硬;14;Random;Random;Random;Yes;a
编剧;14;Random;Random;Random;Yes;n
格局;14;Random;Random;Random;Yes;n
直接;14;Random;Random;Random;Yes;ad
可惜;14;Random;Random;Random;Yes;v
成为;14;Random;Random;Random;Yes;v
理解;14;Random;Random;Random;Yes;v
缺乏;13;Random;Random;Random;Yes;v
根本;13;Random;Random;Random;Yes;a
地心引力;13;Random;Random;Random;Yes;n
感情;13;Random;Random;Random;Yes;n
后天;13;Random;Random;Random;Yes;t
现在;13;Random;Random;Random;Yes;t
呈现;13;Random;Random;Random;Yes;v
理性;13;Random;Random;Random;Yes;n
浪漫;13;Random;Random;Random;Yes;a
联合政府;13;Random;Random;Random;Yes;nt
市场;13;Random;Random;Random;Yes;n
本片;13;Random;Random;Random;Yes;n
想到;13;Random;Random;Random;Yes;v
过于;13;Random;Random;Random;Yes;v
容易;13;Random;Random;Random;Yes;a
解决;13;Random;Random;Random;Yes;v
表现;12;Random;Random;Random;Yes;v
时代;12;Random;Random;Random;Yes;n
国际;12;Random;Random;Random;Yes;n
2001;12;Random;Random;Random;Yes;eng
题材;12;Random;Random;Random;Yes;n
国产电影;12;Random;Random;Random;Yes;n
末日;12;Random;Random;Random;Yes;t
观影;12;Random;Random;Random;Yes;n
亲情;12;Random;Random;Random;Yes;n
毁灭;12;Random;Random;Random;Yes;v
主题;12;Random;Random;Random;Yes;n
最好;12;Random;Random;Random;Yes;a
致敬;12;Random;Random;Random;Yes;v
混乱;12;Random;Random;Random;Yes;a
优点;12;Random;Random;Random;Yes;n
缺点;12;Random;Random;Random;Yes;n
里程碑;12;Random;Random;Random;Yes;n
集体主义;12;Random;Random;Random;Yes;n
视觉;12;Random;Random;Random;Yes;n
推进;12;Random;Random;Random;Yes;v
命运;12;Random;Random;Random;Yes;n
空间;11;Random;Random;Random;Yes;n
全片;11;Random;Random;Random;Yes;n
完美;11;Random;Random;Random;Yes;a
大家;11;Random;Random;Random;Yes;n
上海;11;Random;Random;Random;Yes;ns
看过;11;Random;Random;Random;Yes;v
后半段;11;Random;Random;Random;Yes;t
电影工业;11;Random;Random;Random;Yes;n
方面;11;Random;Random;Random;Yes;n
糟糕;11;Random;Random;Random;Yes;a
儿子;11;Random;Random;Random;Yes;n
重要;11;Random;Random;Random;Yes;a
保持;11;Random;Random;Random;Yes;v
接受;11;Random;Random;Random;Yes;v
渲染;11;Random;Random;Random;Yes;v
不行;11;Random;Random;Random;Yes;v
超越;11;Random;Random;Random;Yes;v
熟悉;11;Random;Random;Random;Yes;v
英雄;11;Random;Random;Random;Yes;ns
存在;11;Random;Random;Random;Yes;v
剧作;11;Random;Random;Random;Yes;n
配音;11;Random;Random;Random;Yes;n
绝望;11;Random;Random;Random;Yes;v
基础;11;Random;Random;Random;Yes;n
震撼;11;Random;Random;Random;Yes;v
展现;11;Random;Random;Random;Yes;v
力量;11;Random;Random;Random;Yes;n
肯定;11;Random;Random;Random;Yes;v
及格;11;Random;Random;Random;Yes;ad
环境;11;Random;Random;Random;Yes;n
吴孟达;10;Random;Random;Random;Yes;nr
导致;10;Random;Random;Random;Yes;v
实现;10;Random;Random;Random;Yes;v
漫游;10;Random;Random;Random;Yes;vn
评论;10;Random;Random;Random;Yes;n
历史;10;Random;Random;Random;Yes;n
北京;10;Random;Random;Random;Yes;ns
全世界;10;Random;Random;Random;Yes;n
团队;10;Random;Random;Random;Yes;n
令人;10;Random;Random;Random;Yes;nrt
所有人;10;Random;Random;Random;Yes;n
火种;10;Random;Random;Random;Yes;n
质感;10;Random;Random;Random;Yes;n
高潮;10;Random;Random;Random;Yes;nr
足够;10;Random;Random;Random;Yes;v
加上;10;Random;Random;Random;Yes;v
社会;10;Random;Random;Random;Yes;n
孩子;10;Random;Random;Random;Yes;n
时刻;10;Random;Random;Random;Yes;n
表达;10;Random;Random;Random;Yes;v
忍不住;10;Random;Random;Random;Yes;v
像是;10;Random;Random;Random;Yes;v
相比;10;Random;Random;Random;Yes;v
能力;10;Random;Random;Random;Yes;n
粗糙;10;Random;Random;Random;Yes;a
价值;10;Random;Random;Random;Yes;n
刻意;10;Random;Random;Random;Yes;v
没什么;10;Random;Random;Random;Yes;l
全人类;9;Random;Random;Random;Yes;n
努力;9;Random;Random;Random;Yes;ad
失望;9;Random;Random;Random;Yes;v
恢弘;9;Random;Random;Random;Yes;a
莫名其妙;9;Random;Random;Random;Yes;i
强行;9;Random;Random;Random;Yes;v
顶级;9;Random;Random;Random;Yes;n
方式;9;Random;Random;Random;Yes;n
商业;9;Random;Random;Random;Yes;n
没想到;9;Random;Random;Random;Yes;l
放弃;9;Random;Random;Random;Yes;v
惊喜;9;Random;Random;Random;Yes;a
视觉效果;9;Random;Random;Random;Yes;n
理智;9;Random;Random;Random;Yes;n
奇观;9;Random;Random;Random;Yes;a
关键;9;Random;Random;Random;Yes;n
美学;9;Random;Random;Random;Yes;n
激动;9;Random;Random;Random;Yes;a
今天;9;Random;Random;Random;Yes;t
2019;9;Random;Random;Random;Yes;eng
人文;9;Random;Random;Random;Yes;n
豆瓣;9;Random;Random;Random;Yes;n
全程;9;Random;Random;Random;Yes;n
一般;9;Random;Random;Random;Yes;a
完整;9;Random;Random;Random;Yes;a
2012;9;Random;Random;Random;Yes;eng
达到;9;Random;Random;Random;Yes;v
不想;9;Random;Random;Random;Yes;v
在于;8;Random;Random;Random;Yes;v
朋克;8;Random;Random;Random;Yes;n
过度;8;Random;Random;Random;Yes;n
科学家;8;Random;Random;Random;Yes;n
想起;8;Random;Random;Random;Yes;v
前半段;8;Random;Random;Random;Yes;t
原因;8;Random;Random;Random;Yes;n
原作;8;Random;Random;Random;Yes;n
瑕疵;8;Random;Random;Random;Yes;n
完成度;8;Random;Random;Random;Yes;l
思考;8;Random;Random;Random;Yes;v
简单;8;Random;Random;Random;Yes;a
太阳系;8;Random;Random;Random;Yes;n
活着;8;Random;Random;Random;Yes;v
完成;8;Random;Random;Random;Yes;v
评分;8;Random;Random;Random;Yes;n
人工智能;8;Random;Random;Random;Yes;n
不足;8;Random;Random;Random;Yes;a
美术;8;Random;Random;Random;Yes;n
电影院;8;Random;Random;Random;Yes;n
世界观;8;Random;Random;Random;Yes;nz
救援队;8;Random;Random;Random;Yes;n
中国式;8;Random;Random;Random;Yes;nz
红海行动;8;Random;Random;Random;Yes;n
经典;8;Random;Random;Random;Yes;n
风格;8;Random;Random;Random;Yes;n
决定;8;Random;Random;Random;Yes;v
铺垫;8;Random;Random;Random;Yes;n
火星;8;Random;Random;Random;Yes;n
四星;8;Random;Random;Random;Yes;nz
个体;8;Random;Random;Random;Yes;n
硬伤;8;Random;Random;Random;Yes;n
主旋律;8;Random;Random;Random;Yes;n
科技;8;Random;Random;Random;Yes;n
危机;8;Random;Random;Random;Yes;n
算是;8;Random;Random;Random;Yes;v
认真;8;Random;Random;Random;Yes;ad
配角;8;Random;Random;Random;Yes;n
音乐;8;Random;Random;Random;Yes;n
毛病;8;Random;Random;Random;Yes;n
成熟;8;Random;Random;Random;Yes;a
探索;7;Random;Random;Random;Yes;v
属于;7;Random;Random;Random;Yes;v
3D;7;Random;Random;Random;Yes;eng
事情;7;Random;Random;Random;Yes;n
对比;7;Random;Random;Random;Yes;v
视听;7;Random;Random;Random;Yes;v
集体;7;Random;Random;Random;Yes;n
能够;7;Random;Random;Random;Yes;v
客观;7;Random;Random;Random;Yes;n
继续;7;Random;Random;Random;Yes;v
美式;7;Random;Random;Random;Yes;n
用心;7;Random;Random;Random;Yes;n
区别;7;Random;Random;Random;Yes;n
时间;7;Random;Random;Random;Yes;n
开头;7;Random;Random;Random;Yes;v
两行;7;Random;Random;Random;Yes;j
对不上;7;Random;Random;Random;Yes;l
精彩;7;Random;Random;Random;Yes;n
不到;7;Random;Random;Random;Yes;v
效果;7;Random;Random;Random;Yes;n
户口;7;Random;Random;Random;Yes;n
无比;7;Random;Random;Random;Yes;v
框架;7;Random;Random;Random;Yes;n
分钟;7;Random;Random;Random;Yes;q
认为;7;Random;Random;Random;Yes;v
骄傲;7;Random;Random;Random;Yes;a
票房;7;Random;Random;Random;Yes;n
片中;7;Random;Random;Random;Yes;s
架构;7;Random;Random;Random;Yes;n
末世;7;Random;Random;Random;Yes;n
史诗;7;Random;Random;Random;Yes;nr
创作;7;Random;Random;Random;Yes;vn
作文;7;Random;Random;Random;Yes;n
地面;7;Random;Random;Random;Yes;n
矛盾;7;Random;Random;Random;Yes;an
政治;7;Random;Random;Random;Yes;n
民族;7;Random;Random;Random;Yes;n
是不是;7;Random;Random;Random;Yes;l
拍摄;7;Random;Random;Random;Yes;v
设计;7;Random;Random;Random;Yes;vn
作用;7;Random;Random;Random;Yes;v
国家;7;Random;Random;Random;Yes;n
宇宙观;7;Random;Random;Random;Yes;l
地下;7;Random;Random;Random;Yes;s
影院;7;Random;Random;Random;Yes;n
行为;7;Random;Random;Random;Yes;v
国人;7;Random;Random;Random;Yes;n
热血;7;Random;Random;Random;Yes;n
尊重;7;Random;Random;Random;Yes;a
开启;7;Random;Random;Random;Yes;v
做到;7;Random;Random;Random;Yes;v
华为;7;Random;Random;Random;Yes;nr
失败;7;Random;Random;Random;Yes;v
打分;7;Random;Random;Random;Yes;v
办法;7;Random;Random;Random;Yes;n
独立;7;Random;Random;Random;Yes;v
旁白;7;Random;Random;Random;Yes;v
突然;7;Random;Random;Random;Yes;ad
女性;7;Random;Random;Random;Yes;n
bug;7;Random;Random;Random;Yes;eng
社会主义;6;Random;Random;Random;Yes;n
核心;6;Random;Random;Random;Yes;n
严重;6;Random;Random;Random;Yes;a
发生;6;Random;Random;Random;Yes;v
这点;6;Random;Random;Random;Yes;mq
尺度;6;Random;Random;Random;Yes;n
代表;6;Random;Random;Random;Yes;n
才能;6;Random;Random;Random;Yes;v
明白;6;Random;Random;Random;Yes;nr
动人;6;Random;Random;Random;Yes;n
带来;6;Random;Random;Random;Yes;v
讨厌;6;Random;Random;Random;Yes;v
国外;6;Random;Random;Random;Yes;s
打动;6;Random;Random;Random;Yes;v
变成;6;Random;Random;Random;Yes;v
亲人;6;Random;Random;Random;Yes;n
现实;6;Random;Random;Random;Yes;n
飞船;6;Random;Random;Random;Yes;n
看着;6;Random;Random;Random;Yes;v
执行;6;Random;Random;Random;Yes;v
燃烧;6;Random;Random;Random;Yes;v
恢宏;6;Random;Random;Random;Yes;a
营造;6;Random;Random;Random;Yes;vn
超过;6;Random;Random;Random;Yes;v
交代;6;Random;Random;Random;Yes;n
清楚;6;Random;Random;Random;Yes;a
年轻;6;Random;Random;Random;Yes;a
告诉;6;Random;Random;Random;Yes;v
覆盖;6;Random;Random;Random;Yes;v
30;6;Random;Random;Random;Yes;eng
起点;6;Random;Random;Random;Yes;n
儿戏;6;Random;Random;Random;Yes;n
想想;6;Random;Random;Random;Yes;v
悲壮;6;Random;Random;Random;Yes;a
机会;6;Random;Random;Random;Yes;n
定义;6;Random;Random;Random;Yes;n
不用;6;Random;Random;Random;Yes;v
引力;6;Random;Random;Random;Yes;n
有着;6;Random;Random;Random;Yes;v
明明;6;Random;Random;Random;Yes;t
语言;6;Random;Random;Random;Yes;n
外国人;6;Random;Random;Random;Yes;n
亮点;6;Random;Random;Random;Yes;n
眼睛;6;Random;Random;Random;Yes;n
本土;6;Random;Random;Random;Yes;n
国产片;6;Random;Random;Random;Yes;n
影视;6;Random;Random;Random;Yes;n
相信;6;Random;Random;Random;Yes;v
可见;6;Random;Random;Random;Yes;v
剩下;6;Random;Random;Random;Yes;v
节制;6;Random;Random;Random;Yes;v
恶心;6;Random;Random;Random;Yes;n
感受;6;Random;Random;Random;Yes;v
遗憾;6;Random;Random;Random;Yes;a
看不到;6;Random;Random;Random;Yes;v
思想;6;Random;Random;Random;Yes;n
巨大;6;Random;Random;Random;Yes;a
庞大;6;Random;Random;Random;Yes;a
理论;6;Random;Random;Random;Yes;n
角度;6;Random;Random;Random;Yes;n
父子;6;Random;Random;Random;Yes;n
瑕不掩瑜;6;Random;Random;Random;Yes;i
意外;6;Random;Random;Random;Yes;a
妹妹;6;Random;Random;Random;Yes;n
手机;6;Random;Random;Random;Yes;n
参与;6;Random;Random;Random;Yes;v
人类文明;6;Random;Random;Random;Yes;l
全部;6;Random;Random;Random;Yes;n
结尾;6;Random;Random;Random;Yes;n
思维;6;Random;Random;Random;Yes;n
诚意;6;Random;Random;Random;Yes;a
扁平;6;Random;Random;Random;Yes;n
专业;6;Random;Random;Random;Yes;n
转折;6;Random;Random;Random;Yes;v
家园;6;Random;Random;Random;Yes;n
发现;6;Random;Random;Random;Yes;v
突破;6;Random;Random;Random;Yes;vn
过分;6;Random;Random;Random;Yes;n
有没有;6;Random;Random;Random;Yes;v
无所谓;6;Random;Random;Random;Yes;l
居住;6;Random;Random;Random;Yes;v
动作;5;Random;Random;Random;Yes;n
情况;5;Random;Random;Random;Yes;n
延续;5;Random;Random;Random;Yes;v
手段;5;Random;Random;Random;Yes;n
方案;5;Random;Random;Random;Yes;n
赋予;5;Random;Random;Random;Yes;v
复杂;5;Random;Random;Random;Yes;a
姥爷;5;Random;Random;Random;Yes;n
电梯;5;Random;Random;Random;Yes;n
初中生;5;Random;Random;Random;Yes;nr
银幕;5;Random;Random;Random;Yes;n
不让;5;Random;Random;Random;Yes;v
口型;5;Random;Random;Random;Yes;n
彻底;5;Random;Random;Random;Yes;ad
质量;5;Random;Random;Random;Yes;n
启航;5;Random;Random;Random;Yes;v
冰雪;5;Random;Random;Random;Yes;n
上映;5;Random;Random;Random;Yes;v
不算;5;Random;Random;Random;Yes;v
死亡;5;Random;Random;Random;Yes;v
尝试;5;Random;Random;Random;Yes;vn
消失;5;Random;Random;Random;Yes;n
军人;5;Random;Random;Random;Yes;n
谢谢;5;Random;Random;Random;Yes;nr
结构;5;Random;Random;Random;Yes;n
世界末日;5;Random;Random;Random;Yes;l
影子;5;Random;Random;Random;Yes;n
宏观;5;Random;Random;Random;Yes;n
兄妹;5;Random;Random;Random;Yes;n
一流;5;Random;Random;Random;Yes;n
幼稚;5;Random;Random;Random;Yes;a
杭州;5;Random;Random;Random;Yes;ns
行动;5;Random;Random;Random;Yes;vn
道德;5;Random;Random;Random;Yes;nr
内容;5;Random;Random;Random;Yes;n
认同;5;Random;Random;Random;Yes;v
停留;5;Random;Random;Random;Yes;v
奇迹;5;Random;Random;Random;Yes;n
高度;5;Random;Random;Random;Yes;n
整部;5;Random;Random;Random;Yes;n
基本上;5;Random;Random;Random;Yes;n
依旧;5;Random;Random;Random;Yes;z
扎实;5;Random;Random;Random;Yes;a
红海;5;Random;Random;Random;Yes;ns
过去;5;Random;Random;Random;Yes;t
IMAX;5;Random;Random;Random;Yes;eng
满足;5;Random;Random;Random;Yes;v
差距;5;Random;Random;Random;Yes;n
布里克;5;Random;Random;Random;Yes;nrt
渺小;5;Random;Random;Random;Yes;a
程度;5;Random;Random;Random;Yes;n
自信;5;Random;Random;Random;Yes;v
语境;5;Random;Random;Random;Yes;n
100;5;Random;Random;Random;Yes;eng
动机;5;Random;Random;Random;Yes;n
差不多;5;Random;Random;Random;Yes;l
结局;5;Random;Random;Random;Yes;n
冒险;5;Random;Random;Random;Yes;n
愚公移山;5;Random;Random;Random;Yes;i
充满;5;Random;Random;Random;Yes;a
关怀;5;Random;Random;Random;Yes;nr
无聊;5;Random;Random;Random;Yes;a
体系;5;Random;Random;Random;Yes;n
对不起;5;Random;Random;Random;Yes;l
得到;5;Random;Random;Random;Yes;v
级别;5;Random;Random;Random;Yes;n
自我牺牲;5;Random;Random;Random;Yes;l
下来;5;Random;Random;Random;Yes;t
建立;5;Random;Random;Random;Yes;v
体现;5;Random;Random;Random;Yes;v
符合;5;Random;Random;Random;Yes;v
年代;5;Random;Random;Random;Yes;t
找到;5;Random;Random;Random;Yes;v
伦理;5;Random;Random;Random;Yes;ns
变得;5;Random;Random;Random;Yes;v
浩瀚;5;Random;Random;Random;Yes;a
前进;5;Random;Random;Random;Yes;v
世纪;5;Random;Random;Random;Yes;n
目前;5;Random;Random;Random;Yes;t
足以;5;Random;Random;Random;Yes;v
思路;5;Random;Random;Random;Yes;n
做好;5;Random;Random;Random;Yes;v
心情;5;Random;Random;Random;Yes;n
位置;5;Random;Random;Random;Yes;v
回来;5;Random;Random;Random;Yes;v
银翼;5;Random;Random;Random;Yes;n
面对;5;Random;Random;Random;Yes;v
后期;5;Random;Random;Random;Yes;t
小孩;5;Random;Random;Random;Yes;n
冲突;5;Random;Random;Random;Yes;vn
热情;5;Random;Random;Random;Yes;n
烂片;5;Random;Random;Random;Yes;n
不了;5;Random;Random;Random;Yes;v
大年初一;5;Random;Random;Random;Yes;t
单薄;5;Random;Random;Random;Yes;a
段落;5;Random;Random;Random;Yes;n
去年;5;Random;Random;Random;Yes;t
无视;5;Random;Random;Random;Yes;v
假大空;5;Random;Random;Random;Yes;n
父亲;5;Random;Random;Random;Yes;n
好像;5;Random;Random;Random;Yes;v
不同;5;Random;Random;Random;Yes;a
口号;5;Random;Random;Random;Yes;n
不止;5;Random;Random;Random;Yes;v
关键时刻;5;Random;Random;Random;Yes;n
生命;5;Random;Random;Random;Yes;vn
解释;4;Random;Random;Random;Yes;v
爆炸;4;Random;Random;Random;Yes;v
火石;4;Random;Random;Random;Yes;n
方向;4;Random;Random;Random;Yes;n
清晰;4;Random;Random;Random;Yes;a
说到底;4;Random;Random;Random;Yes;l
星系;4;Random;Random;Random;Yes;n
工作;4;Random;Random;Random;Yes;vn
压根;4;Random;Random;Random;Yes;n
批评;4;Random;Random;Random;Yes;v
高分;4;Random;Random;Random;Yes;n
放在;4;Random;Random;Random;Yes;v
结合;4;Random;Random;Random;Yes;v
气质;4;Random;Random;Random;Yes;n
想要;4;Random;Random;Random;Yes;v
加入;4;Random;Random;Random;Yes;v
回归;4;Random;Random;Random;Yes;v
男主角;4;Random;Random;Random;Yes;n
强调;4;Random;Random;Random;Yes;v
过年;4;Random;Random;Random;Yes;t
观念;4;Random;Random;Random;Yes;n
联系;4;Random;Random;Random;Yes;n
城市;4;Random;Random;Random;Yes;ns
记住;4;Random;Random;Random;Yes;v
全都;4;Random;Random;Random;Yes;n
爆米花;4;Random;Random;Random;Yes;n
想着;4;Random;Random;Random;Yes;v
勇敢;4;Random;Random;Random;Yes;a
磅礴;4;Random;Random;Random;Yes;v
好奇;4;Random;Random;Random;Yes;a
讲述;4;Random;Random;Random;Yes;v
留给;4;Random;Random;Random;Yes;v
幽默;4;Random;Random;Random;Yes;a
全球化;4;Random;Random;Random;Yes;n
生存;4;Random;Random;Random;Yes;v
行星;4;Random;Random;Random;Yes;n
还原;4;Random;Random;Random;Yes;v
产生;4;Random;Random;Random;Yes;n
改动;4;Random;Random;Random;Yes;vn
新意;4;Random;Random;Random;Yes;n
意味着;4;Random;Random;Random;Yes;v
调度;4;Random;Random;Random;Yes;n
敬畏;4;Random;Random;Random;Yes;nr
换成;4;Random;Random;Random;Yes;v
愿意;4;Random;Random;Random;Yes;v
推动;4;Random;Random;Random;Yes;v
逃离;4;Random;Random;Random;Yes;v
样子;4;Random;Random;Random;Yes;n
文本;4;Random;Random;Random;Yes;n
廉价;4;Random;Random;Random;Yes;n
重新;4;Random;Random;Random;Yes;a
AI;4;Random;Random;Random;Yes;eng
西方;4;Random;Random;Random;Yes;s
绑架;4;Random;Random;Random;Yes;v
心理;4;Random;Random;Random;Yes;n
实力;4;Random;Random;Random;Yes;n
共鸣;4;Random;Random;Random;Yes;v
包括;4;Random;Random;Random;Yes;v
记得;4;Random;Random;Random;Yes;v
壮阔;4;Random;Random;Random;Yes;a
阶段;4;Random;Random;Random;Yes;n
宇航员;4;Random;Random;Random;Yes;n
创造;4;Random;Random;Random;Yes;v
看得出;4;Random;Random;Random;Yes;v
讲故事;4;Random;Random;Random;Yes;n
进入;4;Random;Random;Random;Yes;v
证明;4;Random;Random;Random;Yes;n
强烈;4;Random;Random;Random;Yes;a
中心;4;Random;Random;Random;Yes;n
穿越;4;Random;Random;Random;Yes;v
哲学;4;Random;Random;Random;Yes;n
标杆;4;Random;Random;Random;Yes;n
模仿;4;Random;Random;Random;Yes;v
冗长;4;Random;Random;Random;Yes;n
潦草;4;Random;Random;Random;Yes;a
任务;4;Random;Random;Random;Yes;n
野心;4;Random;Random;Random;Yes;n
看看;4;Random;Random;Random;Yes;v
使得;4;Random;Random;Random;Yes;v
构想;4;Random;Random;Random;Yes;v
80;4;Random;Random;Random;Yes;eng
加油;4;Random;Random;Random;Yes;v
当下;4;Random;Random;Random;Yes;t
谈不上;4;Random;Random;Random;Yes;l
起码;4;Random;Random;Random;Yes;n
超乎;4;Random;Random;Random;Yes;v
主线;4;Random;Random;Random;Yes;n
传统;4;Random;Random;Random;Yes;n
跟着;4;Random;Random;Random;Yes;v
俄罗斯;4;Random;Random;Random;Yes;ns
名字;4;Random;Random;Random;Yes;n
系列;4;Random;Random;Random;Yes;q
任性;4;Random;Random;Random;Yes;n
宣传;4;Random;Random;Random;Yes;vn
期望;4;Random;Random;Random;Yes;v
优秀;4;Random;Random;Random;Yes;a
影像;4;Random;Random;Random;Yes;vn
