Text;Size;Color;Angle;Font;Repeat;URL
片子;6;Random;Random;Random;Yes;n
三星;6;Random;Random;Random;Yes;nz
演员;6;Random;Random;Random;Yes;n
推进;6;Random;Random;Random;Yes;v
期待;6;Random;Random;Random;Yes;v
危机;6;Random;Random;Random;Yes;n
宏大;5;Random;Random;Random;Yes;a
想象;5;Random;Random;Random;Yes;n
选择;5;Random;Random;Random;Yes;v
吴孟达;5;Random;Random;Random;Yes;nr
想象力;5;Random;Random;Random;Yes;n
启航;5;Random;Random;Random;Yes;v
冰雪;5;Random;Random;Random;Yes;n
覆盖;5;Random;Random;Random;Yes;v
点燃;5;Random;Random;Random;Yes;v
流浪;5;Random;Random;Random;Yes;n
计划;5;Random;Random;Random;Yes;n
放弃;5;Random;Random;Random;Yes;v
星际穿越;5;Random;Random;Random;Yes;n
全球;5;Random;Random;Random;Yes;n
顶级;5;Random;Random;Random;Yes;n
时候;5;Random;Random;Random;Yes;n
高潮;5;Random;Random;Random;Yes;nr
缺点;5;Random;Random;Random;Yes;n
里程碑;5;Random;Random;Random;Yes;n
完全;5;Random;Random;Random;Yes;ad
足够;5;Random;Random;Random;Yes;v
出来;5;Random;Random;Random;Yes;v
今天;5;Random;Random;Random;Yes;t
感动;5;Random;Random;Random;Yes;v
市场;5;Random;Random;Random;Yes;n
改编;5;Random;Random;Random;Yes;v
剪辑;5;Random;Random;Random;Yes;n
塑造;5;Random;Random;Random;Yes;v
想到;5;Random;Random;Random;Yes;v
技术;5;Random;Random;Random;Yes;n
动人;4;Random;Random;Random;Yes;n
气质;4;Random;Random;Random;Yes;n
这点;4;Random;Random;Random;Yes;mq
观影;4;Random;Random;Random;Yes;n
过程;4;Random;Random;Random;Yes;n
人性;4;Random;Random;Random;Yes;n
时间;4;Random;Random;Random;Yes;n
鼓励;4;Random;Random;Random;Yes;v
精彩;4;Random;Random;Random;Yes;n
保持;4;Random;Random;Random;Yes;v
接受;4;Random;Random;Random;Yes;v
优点;4;Random;Random;Random;Yes;n
视觉效果;4;Random;Random;Random;Yes;n
表现;4;Random;Random;Random;Yes;v
亮点;4;Random;Random;Random;Yes;n
文化;4;Random;Random;Random;Yes;n
中国式;4;Random;Random;Random;Yes;nz
巨大;4;Random;Random;Random;Yes;a
震撼;4;Random;Random;Random;Yes;v
背景;4;Random;Random;Random;Yes;n
朵朵;4;Random;Random;Random;Yes;q
热血;4;Random;Random;Random;Yes;n
出现;4;Random;Random;Random;Yes;v
时刻;4;Random;Random;Random;Yes;n
成为;4;Random;Random;Random;Yes;v
开头;4;Random;Random;Random;Yes;v
可惜;4;Random;Random;Random;Yes;v
主旋律;4;Random;Random;Random;Yes;n
刻意;4;Random;Random;Random;Yes;v
完整;4;Random;Random;Random;Yes;a
展现;4;Random;Random;Random;Yes;v
主题;4;Random;Random;Random;Yes;n
结尾;4;Random;Random;Random;Yes;n
水准;4;Random;Random;Random;Yes;n
国际;4;Random;Random;Random;Yes;n
目前;4;Random;Random;Random;Yes;t
对比;4;Random;Random;Random;Yes;v
瑕不掩瑜;4;Random;Random;Random;Yes;i
广播;4;Random;Random;Random;Yes;vn
票房;4;Random;Random;Random;Yes;n
奇观;4;Random;Random;Random;Yes;a
逻辑;4;Random;Random;Random;Yes;n
好看;4;Random;Random;Random;Yes;v
超越;4;Random;Random;Random;Yes;v
配乐;4;Random;Random;Random;Yes;vn
属于;4;Random;Random;Random;Yes;v
配角;4;Random;Random;Random;Yes;n
不够;4;Random;Random;Random;Yes;v
特色;4;Random;Random;Random;Yes;n
肯定;4;Random;Random;Random;Yes;v
节奏;4;Random;Random;Random;Yes;n
细节;4;Random;Random;Random;Yes;n
成熟;4;Random;Random;Random;Yes;a
英雄主义;4;Random;Random;Random;Yes;nz
空间站;4;Random;Random;Random;Yes;n
个人;4;Random;Random;Random;Yes;n
带来;3;Random;Random;Random;Yes;v
复杂;3;Random;Random;Random;Yes;a
讨厌;3;Random;Random;Random;Yes;v
区别;3;Random;Random;Random;Yes;n
国外;3;Random;Random;Random;Yes;s
加入;3;Random;Random;Random;Yes;v
回归;3;Random;Random;Random;Yes;v
能够;3;Random;Random;Random;Yes;v
火种;3;Random;Random;Random;Yes;n
没想到;3;Random;Random;Random;Yes;l
架构;3;Random;Random;Random;Yes;n
熟悉;3;Random;Random;Random;Yes;v
末世;3;Random;Random;Random;Yes;n
情怀;3;Random;Random;Random;Yes;n
分钟;3;Random;Random;Random;Yes;q
世界末日;3;Random;Random;Random;Yes;l
存亡;3;Random;Random;Random;Yes;v
起点;3;Random;Random;Random;Yes;n
个别;3;Random;Random;Random;Yes;n
绝望;3;Random;Random;Random;Yes;v
华语;3;Random;Random;Random;Yes;nz
最大;3;Random;Random;Random;Yes;a
完成度;3;Random;Random;Random;Yes;l
拍摄;3;Random;Random;Random;Yes;v
制作;3;Random;Random;Random;Yes;vn
工业;3;Random;Random;Random;Yes;n
基础;3;Random;Random;Random;Yes;n
语境;3;Random;Random;Random;Yes;n
标杆;3;Random;Random;Random;Yes;n
毫无;3;Random;Random;Random;Yes;v
关系;3;Random;Random;Random;Yes;n
构想;3;Random;Random;Random;Yes;v
30;3;Random;Random;Random;Yes;eng
能力;3;Random;Random;Random;Yes;n
惊喜;3;Random;Random;Random;Yes;a
加油;3;Random;Random;Random;Yes;v
超乎;3;Random;Random;Random;Yes;v
踏实;3;Random;Random;Random;Yes;a
庞大;3;Random;Random;Random;Yes;a
出乎意料;3;Random;Random;Random;Yes;l
理解;3;Random;Random;Random;Yes;v
红海行动;3;Random;Random;Random;Yes;n
儿子;3;Random;Random;Random;Yes;n
像是;3;Random;Random;Random;Yes;v
概念;3;Random;Random;Random;Yes;n
超出;3;Random;Random;Random;Yes;v
画面;3;Random;Random;Random;Yes;n
知道;3;Random;Random;Random;Yes;v
年代;3;Random;Random;Random;Yes;t
家庭;3;Random;Random;Random;Yes;n
救援;3;Random;Random;Random;Yes;vn
不能;3;Random;Random;Random;Yes;v
大家;3;Random;Random;Random;Yes;n
杭州;3;Random;Random;Random;Yes;ns
荒凉;3;Random;Random;Random;Yes;a
后半段;3;Random;Random;Random;Yes;t
探索;3;Random;Random;Random;Yes;v
主线;3;Random;Random;Random;Yes;n
致敬;3;Random;Random;Random;Yes;v
2001;3;Random;Random;Random;Yes;eng
2012;3;Random;Random;Random;Yes;eng
人文;3;Random;Random;Random;Yes;n
不足;3;Random;Random;Random;Yes;a
渺小;3;Random;Random;Random;Yes;a
包裹;3;Random;Random;Random;Yes;v
显得;3;Random;Random;Random;Yes;v
提供;3;Random;Random;Random;Yes;v
理性;3;Random;Random;Random;Yes;n
重要;3;Random;Random;Random;Yes;a
足以;3;Random;Random;Random;Yes;v
视听;3;Random;Random;Random;Yes;v
语言;3;Random;Random;Random;Yes;n
做好;3;Random;Random;Random;Yes;v
直接;3;Random;Random;Random;Yes;ad
营造;3;Random;Random;Random;Yes;vn
宇宙观;3;Random;Random;Random;Yes;l
方面;3;Random;Random;Random;Yes;n
开启;3;Random;Random;Random;Yes;v
剧作;3;Random;Random;Random;Yes;n
关键;3;Random;Random;Random;Yes;n
视觉;3;Random;Random;Random;Yes;n
表演;3;Random;Random;Random;Yes;v
感性;3;Random;Random;Random;Yes;n
感情;3;Random;Random;Random;Yes;n
生硬;3;Random;Random;Random;Yes;a
做到;3;Random;Random;Random;Yes;v
渲染;3;Random;Random;Random;Yes;v
水平;3;Random;Random;Random;Yes;n
矛盾;3;Random;Random;Random;Yes;an
得当;3;Random;Random;Random;Yes;v
浪漫;3;Random;Random;Random;Yes;a
合格;3;Random;Random;Random;Yes;n
层面;3;Random;Random;Random;Yes;n
环境;3;Random;Random;Random;Yes;n
父子情;3;Random;Random;Random;Yes;n
文明;3;Random;Random;Random;Yes;nr
家园;3;Random;Random;Random;Yes;n
命运;3;Random;Random;Random;Yes;n
红海;3;Random;Random;Random;Yes;ns
发生;3;Random;Random;Random;Yes;v
发展;3;Random;Random;Random;Yes;vn
在于;3;Random;Random;Random;Yes;v
存在;3;Random;Random;Random;Yes;v
广电;3;Random;Random;Random;Yes;nz
动力;3;Random;Random;Random;Yes;n
描述;3;Random;Random;Random;Yes;v
赋予;2;Random;Random;Random;Yes;v
美式;2;Random;Random;Random;Yes;n
悲伤;2;Random;Random;Random;Yes;a
居住地;2;Random;Random;Random;Yes;n
乡愁;2;Random;Random;Random;Yes;n
孤独感;2;Random;Random;Random;Yes;i
温暖;2;Random;Random;Random;Yes;an
努力;2;Random;Random;Random;Yes;ad
纽带;2;Random;Random;Random;Yes;n
打动;2;Random;Random;Random;Yes;v
姥爷;2;Random;Random;Random;Yes;n
变成;2;Random;Random;Random;Yes;v
逃难;2;Random;Random;Random;Yes;v
创意;2;Random;Random;Random;Yes;v
惊艳;2;Random;Random;Random;Yes;a
行星;2;Random;Random;Random;Yes;n
还原;2;Random;Random;Random;Yes;v
飞船;2;Random;Random;Random;Yes;n
试问;2;Random;Random;Random;Yes;v
表扬;2;Random;Random;Random;Yes;v
框架;2;Random;Random;Random;Yes;n
改动;2;Random;Random;Random;Yes;vn
上映;2;Random;Random;Random;Yes;v
磅礴;2;Random;Random;Random;Yes;v
裤衩;2;Random;Random;Random;Yes;n
东方明珠;2;Random;Random;Random;Yes;nr
主创;2;Random;Random;Random;Yes;n
团队;2;Random;Random;Random;Yes;n
完成;2;Random;Random;Random;Yes;v
壮举;2;Random;Random;Random;Yes;v
影子;2;Random;Random;Random;Yes;n
演绎;2;Random;Random;Random;Yes;v
贡献;2;Random;Random;Random;Yes;n
惊人;2;Random;Random;Random;Yes;a
出色;2;Random;Random;Random;Yes;v
设计;2;Random;Random;Random;Yes;vn
出彩;2;Random;Random;Random;Yes;v
悲悯;2;Random;Random;Random;Yes;z
无法;2;Random;Random;Random;Yes;n
有限;2;Random;Random;Random;Yes;a
外国人;2;Random;Random;Random;Yes;n
价值观;2;Random;Random;Random;Yes;n
只能;2;Random;Random;Random;Yes;v
想想;2;Random;Random;Random;Yes;v
激动;2;Random;Random;Random;Yes;a
完美;2;Random;Random;Random;Yes;a
工业化;2;Random;Random;Random;Yes;vn
前所未有;2;Random;Random;Random;Yes;i
这件;2;Random;Random;Random;Yes;mq
事情;2;Random;Random;Random;Yes;n
竖起;2;Random;Random;Random;Yes;v
方式;2;Random;Random;Random;Yes;n
全人类;2;Random;Random;Random;Yes;n
毁灭;2;Random;Random;Random;Yes;v
2019;2;Random;Random;Random;Yes;eng
迈出;2;Random;Random;Random;Yes;v
80;2;Random;Random;Random;Yes;eng
关怀;2;Random;Random;Random;Yes;nr
瑕疵;2;Random;Random;Random;Yes;n
高度;2;Random;Random;Random;Yes;n
飞跃;2;Random;Random;Random;Yes;v
建筑物;2;Random;Random;Random;Yes;n
朋克;2;Random;Random;Random;Yes;n
未来;2;Random;Random;Random;Yes;t
体系;2;Random;Random;Random;Yes;n
理论;2;Random;Random;Random;Yes;n
本片;2;Random;Random;Random;Yes;n
or;2;Random;Random;Random;Yes;eng
感受;2;Random;Random;Random;Yes;v
城市;2;Random;Random;Random;Yes;ns
教育;2;Random;Random;Random;Yes;vn
级别;2;Random;Random;Random;Yes;n
父子;2;Random;Random;Random;Yes;n
借鉴;2;Random;Random;Random;Yes;v
打开;2;Random;Random;Random;Yes;v
大门;2;Random;Random;Random;Yes;n
骄傲;2;Random;Random;Random;Yes;a
有趣;2;Random;Random;Random;Yes;a
找到;2;Random;Random;Random;Yes;v
构成;2;Random;Random;Random;Yes;v
东西;2;Random;Random;Random;Yes;ns
当得起;2;Random;Random;Random;Yes;v
国产片;2;Random;Random;Random;Yes;n
宿命;2;Random;Random;Random;Yes;n
悲壮;2;Random;Random;Random;Yes;a
对抗;2;Random;Random;Random;Yes;v
看好;2;Random;Random;Random;Yes;v
建议;2;Random;Random;Random;Yes;n
没话说;2;Random;Random;Random;Yes;l
快节奏;2;Random;Random;Random;Yes;n
加上;2;Random;Random;Random;Yes;v
变得;2;Random;Random;Random;Yes;v
人工智能;2;Random;Random;Random;Yes;n
未知;2;Random;Random;Random;Yes;v
正确;2;Random;Random;Random;Yes;ad
气势恢宏;2;Random;Random;Random;Yes;l
电影版;2;Random;Random;Random;Yes;n
地心引力;2;Random;Random;Random;Yes;n
经典;2;Random;Random;Random;Yes;n
表达;2;Random;Random;Random;Yes;v
科技;2;Random;Random;Random;Yes;n
观感;2;Random;Random;Random;Yes;n
穿越;2;Random;Random;Random;Yes;v
本质;2;Random;Random;Random;Yes;n
外壳;2;Random;Random;Random;Yes;n
放在;2;Random;Random;Random;Yes;v
加持;2;Random;Random;Random;Yes;v
商业;2;Random;Random;Random;Yes;n
投资;2;Random;Random;Random;Yes;vn
类似;2;Random;Random;Random;Yes;v
国人;2;Random;Random;Random;Yes;n
继续;2;Random;Random;Random;Yes;v
下去;2;Random;Random;Random;Yes;t
结合;2;Random;Random;Random;Yes;v
题材;2;Random;Random;Random;Yes;n
空间;2;Random;Random;Random;Yes;n
白蛇;2;Random;Random;Random;Yes;n
顶尖;2;Random;Random;Random;Yes;n
坐在;2;Random;Random;Random;Yes;v
四星;2;Random;Random;Random;Yes;nz
友情;2;Random;Random;Random;Yes;n
面对;2;Random;Random;Random;Yes;v
贯穿;2;Random;Random;Random;Yes;v
科幻世界;2;Random;Random;Random;Yes;n
自豪;2;Random;Random;Random;Yes;n
过硬;2;Random;Random;Random;Yes;a
达标;2;Random;Random;Random;Yes;v
开端;2;Random;Random;Random;Yes;n
氛围;2;Random;Random;Random;Yes;n
角度;2;Random;Random;Random;Yes;n
主角;2;Random;Random;Random;Yes;n
值得一看;2;Random;Random;Random;Yes;l
宏伟;2;Random;Random;Random;Yes;a
根本;2;Random;Random;Random;Yes;a
不了;2;Random;Random;Random;Yes;v
镜头;2;Random;Random;Random;Yes;n
构建;2;Random;Random;Random;Yes;v
营救;2;Random;Random;Random;Yes;v
父亲;2;Random;Random;Random;Yes;n
力量;2;Random;Random;Random;Yes;n
妹妹;2;Random;Random;Random;Yes;n
电影院;2;Random;Random;Random;Yes;n
漫游;2;Random;Random;Random;Yes;vn
冰封;2;Random;Random;Random;Yes;ns
10;2;Random;Random;Random;Yes;eng
音乐;2;Random;Random;Random;Yes;n
现实;2;Random;Random;Random;Yes;n
纽约;2;Random;Random;Random;Yes;ns
显著;2;Random;Random;Random;Yes;a
过分;2;Random;Random;Random;Yes;n
死亡;2;Random;Random;Random;Yes;v
简陋;2;Random;Random;Random;Yes;a
无限;2;Random;Random;Random;Yes;v
令人;2;Random;Random;Random;Yes;nrt
质感;2;Random;Random;Random;Yes;n
后来者;2;Random;Random;Random;Yes;n
好头;2;Random;Random;Random;Yes;n
开心;2;Random;Random;Random;Yes;v
太阳系;2;Random;Random;Random;Yes;n
生活;2;Random;Random;Random;Yes;vn
史诗;2;Random;Random;Random;Yes;nr
相比;2;Random;Random;Random;Yes;v
差距;2;Random;Random;Random;Yes;n
生怕;2;Random;Random;Random;Yes;v
恢宏;2;Random;Random;Random;Yes;a
现场;2;Random;Random;Random;Yes;n
现在;2;Random;Random;Random;Yes;t
深沉;2;Random;Random;Random;Yes;a
尝试;2;Random;Random;Random;Yes;vn
中式;2;Random;Random;Random;Yes;n
基本;2;Random;Random;Random;Yes;n
成功;2;Random;Random;Random;Yes;a
明显;2;Random;Random;Random;Yes;a
到位;2;Random;Random;Random;Yes;v
小姑娘;2;Random;Random;Random;Yes;nr
小男孩;2;Random;Random;Random;Yes;n
思想;2;Random;Random;Random;Yes;n
段落;2;Random;Random;Random;Yes;n
拖沓;2;Random;Random;Random;Yes;a
五星;2;Random;Random;Random;Yes;nz
厉害;2;Random;Random;Random;Yes;a
忘记;2;Random;Random;Random;Yes;v
可见;2;Random;Random;Random;Yes;v
诚意;2;Random;Random;Random;Yes;a
标准;2;Random;Random;Random;Yes;n
转折;2;Random;Random;Random;Yes;v
铺垫;2;Random;Random;Random;Yes;n
失衡;2;Random;Random;Random;Yes;a
导致;2;Random;Random;Random;Yes;v
口号;2;Random;Random;Random;Yes;n
效果;2;Random;Random;Random;Yes;n
朋友;2;Random;Random;Random;Yes;n
夜空;2;Random;Random;Random;Yes;n
短板;2;Random;Random;Random;Yes;n
滤镜;2;Random;Random;Random;Yes;nz
世纪;2;Random;Random;Random;Yes;n
态度;2;Random;Random;Random;Yes;n
感谢;2;Random;Random;Random;Yes;v
呈现;2;Random;Random;Random;Yes;v
毛病;2;Random;Random;Random;Yes;n
单薄;2;Random;Random;Random;Yes;a
明白;2;Random;Random;Random;Yes;nr
打破;2;Random;Random;Random;Yes;v
暴露;2;Random;Random;Random;Yes;v
不让;2;Random;Random;Random;Yes;v
凌乱;2;Random;Random;Random;Yes;a
思考;2;Random;Random;Random;Yes;v
结果;2;Random;Random;Random;Yes;n
沦为;2;Random;Random;Random;Yes;v
意外;2;Random;Random;Random;Yes;a
重大;2;Random;Random;Random;Yes;a
岁月;2;Random;Random;Random;Yes;t
目测;2;Random;Random;Random;Yes;v
集体主义;2;Random;Random;Random;Yes;n
柔软;2;Random;Random;Random;Yes;a
代入;2;Random;Random;Random;Yes;n
提倡;2;Random;Random;Random;Yes;v
共同体;2;Random;Random;Random;Yes;n
气氛;2;Random;Random;Random;Yes;n
评论;2;Random;Random;Random;Yes;n
主义;2;Random;Random;Random;Yes;n
冲击;2;Random;Random;Random;Yes;vn
美术;2;Random;Random;Random;Yes;n
去年;2;Random;Random;Random;Yes;t
参与;2;Random;Random;Random;Yes;v
孤独;2;Random;Random;Random;Yes;a
美感;2;Random;Random;Random;Yes;ns
破坏;2;Random;Random;Random;Yes;v
豆瓣;2;Random;Random;Random;Yes;n
境界;2;Random;Random;Random;Yes;n
清晰;2;Random;Random;Random;Yes;a
转向;2;Random;Random;Random;Yes;v
拿出;2;Random;Random;Random;Yes;v
不言而喻;2;Random;Random;Random;Yes;i
缺乏;2;Random;Random;Random;Yes;v
理智;2;Random;Random;Random;Yes;n
频带;2;Random;Random;Random;Yes;n
阻塞;2;Random;Random;Random;Yes;v
记得;2;Random;Random;Random;Yes;v
不会;2;Random;Random;Random;Yes;v
喷子;2;Random;Random;Random;Yes;n
能源;2;Random;Random;Random;Yes;n
掩盖;2;Random;Random;Random;Yes;v
专业;2;Random;Random;Random;Yes;n
人情;2;Random;Random;Random;Yes;n
地面;2;Random;Random;Random;Yes;n
细腻;1;Random;Random;Random;Yes;a
安静;1;Random;Random;Random;Yes;nr
萦绕;1;Random;Random;Random;Yes;v
戳心;1;Random;Random;Random;Yes;v
寻找;1;Random;Random;Random;Yes;v
星系;1;Random;Random;Random;Yes;n
开辟;1;Random;Random;Random;Yes;v
化为;1;Random;Random;Random;Yes;v
子孙;1;Random;Random;Random;Yes;nr
贝加尔湖;1;Random;Random;Random;Yes;ns
真是太;1;Random;Random;Random;Yes;nr
念念不忘;1;Random;Random;Random;Yes;i
挥之不去;1;Random;Random;Random;Yes;l
头顶;1;Random;Random;Random;Yes;n
寒冷;1;Random;Random;Random;Yes;a
一方面;1;Random;Random;Random;Yes;mq
感叹;1;Random;Random;Random;Yes;v
用心;1;Random;Random;Random;Yes;n
精妙;1;Random;Random;Random;Yes;a
谄媚;1;Random;Random;Random;Yes;v
逢迎;1;Random;Random;Random;Yes;v
接地;1;Random;Random;Random;Yes;v
想要;1;Random;Random;Random;Yes;v
海草;1;Random;Random;Random;Yes;n
秋裤;1;Random;Random;Random;Yes;n
魔幻;1;Random;Random;Random;Yes;n
展现出;1;Random;Random;Random;Yes;v
至关重要;1;Random;Random;Random;Yes;l
饰演;1;Random;Random;Random;Yes;n
爷爷;1;Random;Random;Random;Yes;n
父女情;1;Random;Random;Random;Yes;n
夫妻情;1;Random;Random;Random;Yes;n
男主角;1;Random;Random;Random;Yes;n
从头;1;Random;Random;Random;Yes;v
独角戏;1;Random;Random;Random;Yes;n
难度很大;1;Random;Random;Random;Yes;z
出演;1;Random;Random;Random;Yes;v
情非得已;1;Random;Random;Random;Yes;l
丰富;1;Random;Random;Random;Yes;a
连同;1;Random;Random;Random;Yes;a
荡气回肠;1;Random;Random;Random;Yes;i
无比;1;Random;Random;Random;Yes;v
雅典卫城;1;Random;Random;Random;Yes;nz
神殿;1;Random;Random;Random;Yes;n
描写;1;Random;Random;Random;Yes;v
产生;1;Random;Random;Random;Yes;n
清晰可见;1;Random;Random;Random;Yes;l
宛如;1;Random;Random;Random;Yes;v
遨游;1;Random;Random;Random;Yes;v
气势磅礴;1;Random;Random;Random;Yes;i
交会;1;Random;Random;Random;Yes;n
瞠目结舌;1;Random;Random;Random;Yes;i
漫画;1;Random;Random;Random;Yes;n
翻页;1;Random;Random;Random;Yes;n
严格;1;Random;Random;Random;Yes;ad
扩充;1;Random;Random;Random;Yes;v
叛乱;1;Random;Random;Random;Yes;v
续集;1;Random;Random;Random;Yes;v
新意;1;Random;Random;Random;Yes;n
填补;1;Random;Random;Random;Yes;v
空白;1;Random;Random;Random;Yes;n
意味着;1;Random;Random;Random;Yes;v
正式;1;Random;Random;Random;Yes;ad
迎来;1;Random;Random;Random;Yes;v
春天;1;Random;Random;Random;Yes;t
恢弘;1;Random;Random;Random;Yes;a
晨昏;1;Random;Random;Random;Yes;t
过后;1;Random;Random;Random;Yes;t
推动;1;Random;Random;Random;Yes;v
了不得;1;Random;Random;Random;Yes;v
89;1;Random;Random;Random;Yes;eng
冰天;1;Random;Random;Random;Yes;t
猎奇;1;Random;Random;Random;Yes;n
唏嘘;1;Random;Random;Random;Yes;v
文化背景;1;Random;Random;Random;Yes;n
新生儿;1;Random;Random;Random;Yes;n
挑剔;1;Random;Random;Random;Yes;v
挖掘;1;Random;Random;Random;Yes;v
住家;1;Random;Random;Random;Yes;n
方向;1;Random;Random;Random;Yes;n
125;1;Random;Random;Random;Yes;eng
重新;1;Random;Random;Random;Yes;a
定义;1;Random;Random;Random;Yes;n
肩膀;1;Random;Random;Random;Yes;n
风暴;1;Random;Random;Random;Yes;n
观看;1;Random;Random;Random;Yes;v
明确;1;Random;Random;Random;Yes;ad
认定;1;Random;Random;Random;Yes;v
具有;1;Random;Random;Random;Yes;v
样子;1;Random;Random;Random;Yes;n
山寨;1;Random;Random;Random;Yes;ns
编剧;1;Random;Random;Random;Yes;n
面面俱到;1;Random;Random;Random;Yes;l
信服;1;Random;Random;Random;Yes;n
穿透力;1;Random;Random;Random;Yes;n
说实话;1;Random;Random;Random;Yes;l
心疼;1;Random;Random;Random;Yes;a
跃跃欲试;1;Random;Random;Random;Yes;i
跟风者;1;Random;Random;Random;Yes;n
突出;1;Random;Random;Random;Yes;v
红色;1;Random;Random;Random;Yes;n
防护服;1;Random;Random;Random;Yes;n
载货;1;Random;Random;Random;Yes;n
卡车;1;Random;Random;Random;Yes;n
击中;1;Random;Random;Random;Yes;v
审美;1;Random;Random;Random;Yes;vn
玩具;1;Random;Random;Random;Yes;n
购买;1;Random;Random;Random;Yes;v
掉线;1;Random;Random;Random;Yes;v
过头;1;Random;Random;Random;Yes;n
简言之;1;Random;Random;Random;Yes;nr
回头;1;Random;Random;Random;Yes;v
壮烈;1;Random;Random;Random;Yes;a
苦涩;1;Random;Random;Random;Yes;a
成分;1;Random;Random;Random;Yes;n
原本;1;Random;Random;Random;Yes;n
燃烧;1;Random;Random;Random;Yes;v
硬气;1;Random;Random;Random;Yes;n
预算;1;Random;Random;Random;Yes;v
纪律;1;Random;Random;Random;Yes;n
服从;1;Random;Random;Random;Yes;v
谈恋爱;1;Random;Random;Random;Yes;v
梗概;1;Random;Random;Random;Yes;n
原谅;1;Random;Random;Random;Yes;nr
站不住脚;1;Random;Random;Random;Yes;l
无可反驳;1;Random;Random;Random;Yes;l
程度;1;Random;Random;Random;Yes;n
载入;1;Random;Random;Random;Yes;v
电影史;1;Random;Random;Random;Yes;n
陌生;1;Random;Random;Random;Yes;n
自信;1;Random;Random;Random;Yes;v
不到;1;Random;Random;Random;Yes;v
独有;1;Random;Random;Random;Yes;v
相信;1;Random;Random;Random;Yes;v
直到;1;Random;Random;Random;Yes;v
行业;1;Random;Random;Random;Yes;n
燃爆;1;Random;Random;Random;Yes;v
