Text;Size;Color;Angle;Font;Repeat;URL
代表;1;Random;Random;Random;Yes;n
亚洲;1;Random;Random;Random;Yes;ns
意淫;1;Random;Random;Random;Yes;v
批评;1;Random;Random;Random;Yes;v
改编;1;Random;Random;Random;Yes;v
面目全非;1;Random;Random;Random;Yes;i
人性;1;Random;Random;Random;Yes;n
洞悉;1;Random;Random;Random;Yes;v
社会形态;1;Random;Random;Random;Yes;l
观察力;1;Random;Random;Random;Yes;n
阉割;1;Random;Random;Random;Yes;v
美式;1;Random;Random;Random;Yes;n
描写;1;Random;Random;Random;Yes;v
倾向;1;Random;Random;Random;Yes;v
不会;1;Random;Random;Random;Yes;v
困惑;1;Random;Random;Random;Yes;a
高效;1;Random;Random;Random;Yes;a
移居;1;Random;Random;Random;Yes;v
水准;1;Random;Random;Random;Yes;n
不值;1;Random;Random;Random;Yes;n
微笑;1;Random;Random;Random;Yes;vn
改成;1;Random;Random;Random;Yes;v
这回;1;Random;Random;Random;Yes;mq
前半段;1;Random;Random;Random;Yes;t
掌握;1;Random;Random;Random;Yes;v
碟仙;1;Random;Random;Random;Yes;n
亮眼;1;Random;Random;Random;Yes;n
cg;1;Random;Random;Random;Yes;eng
效果;1;Random;Random;Random;Yes;n
满意;1;Random;Random;Random;Yes;v
人伦;1;Random;Random;Random;Yes;n
催泪;1;Random;Random;Random;Yes;n
看着;1;Random;Random;Random;Yes;v
生硬;1;Random;Random;Random;Yes;a
哎哟;1;Random;Random;Random;Yes;e
担当;1;Random;Random;Random;Yes;v
年轻;1;Random;Random;Random;Yes;a
男主角;1;Random;Random;Random;Yes;n
年轻人;1;Random;Random;Random;Yes;n
姥爷;1;Random;Random;Random;Yes;n
老东西;1;Random;Random;Random;Yes;nr
烟头烫;1;Random;Random;Random;Yes;l
照片;1;Random;Random;Random;Yes;n
规则;1;Random;Random;Random;Yes;n
法律;1;Random;Random;Random;Yes;n
死活;1;Random;Random;Random;Yes;v
比卡丘;1;Random;Random;Random;Yes;nr
儿子;1;Random;Random;Random;Yes;n
签署;1;Random;Random;Random;Yes;v
协议;1;Random;Random;Random;Yes;n
使命;1;Random;Random;Random;Yes;v
老子;1;Random;Random;Random;Yes;n
放火;1;Random;Random;Random;Yes;v
下车;1;Random;Random;Random;Yes;v
公交车;1;Random;Random;Random;Yes;n
方向盘;1;Random;Random;Random;Yes;n
老公;1;Random;Random;Random;Yes;nr
高铁;1;Random;Random;Random;Yes;n
打开;1;Random;Random;Random;Yes;v
飞机;1;Random;Random;Random;Yes;n
舱门;1;Random;Random;Random;Yes;n
前辈;1;Random;Random;Random;Yes;n
求求;1;Random;Random;Random;Yes;v
失去;1;Random;Random;Random;Yes;v
bb;1;Random;Random;Random;Yes;eng
这点;1;Random;Random;Random;Yes;mq
琐事;1;Random;Random;Random;Yes;n
原作;1;Random;Random;Random;Yes;n
宏大;1;Random;Random;Random;Yes;a
儿戏;1;Random;Random;Random;Yes;n
仅靠;1;Random;Random;Random;Yes;v
煽动;1;Random;Random;Random;Yes;v
妄想;1;Random;Random;Random;Yes;v
承认;1;Random;Random;Random;Yes;v
无知;1;Random;Random;Random;Yes;v
跳出;1;Random;Random;Random;Yes;v
看待;1;Random;Random;Random;Yes;v
扎入;1;Random;Random;Random;Yes;v
狭隘;1;Random;Random;Random;Yes;a
纠纷;1;Random;Random;Random;Yes;n
国情;1;Random;Random;Random;Yes;n
怀中;1;Random;Random;Random;Yes;s
自作聪明;1;Random;Random;Random;Yes;l
膀子;1;Random;Random;Random;Yes;n
脸上;1;Random;Random;Random;Yes;s
金银珠宝;1;Random;Random;Random;Yes;nz
美感;1;Random;Random;Random;Yes;ns
宣传攻势;1;Random;Random;Random;Yes;n
票房;1;Random;Random;Random;Yes;n
体量;1;Random;Random;Random;Yes;n
大片;1;Random;Random;Random;Yes;n
人家;1;Random;Random;Random;Yes;n
换成;1;Random;Random;Random;Yes;v
愿意;1;Random;Random;Random;Yes;v
几星;1;Random;Random;Random;Yes;n
大义;1;Random;Random;Random;Yes;n
样子;1;Random;Random;Random;Yes;n
圣母;1;Random;Random;Random;Yes;n
中校;1;Random;Random;Random;Yes;j
命令;1;Random;Random;Random;Yes;n
与否;1;Random;Random;Random;Yes;v
概念;1;Random;Random;Random;Yes;n
灭绝;1;Random;Random;Random;Yes;v
希望;1;Random;Random;Random;Yes;v
消失;1;Random;Random;Random;Yes;n
可能性;1;Random;Random;Random;Yes;n
感情;1;Random;Random;Random;Yes;n
分不清;1;Random;Random;Random;Yes;l
谢谢;1;Random;Random;Random;Yes;nr
浪费;1;Random;Random;Random;Yes;n
题材;1;Random;Random;Random;Yes;n
2058;1;Random;Random;Random;Yes;eng
中学;1;Random;Random;Random;Yes;n
课堂;1;Random;Random;Random;Yes;n
社会;1;Random;Random;Random;Yes;n
结构;1;Random;Random;Random;Yes;n
1988;1;Random;Random;Random;Yes;eng
机械设计;1;Random;Random;Random;Yes;n
维多利亚;1;Random;Random;Random;Yes;ns
蒸汽;1;Random;Random;Random;Yes;n
齿轮;1;Random;Random;Random;Yes;n
自以为是;1;Random;Random;Random;Yes;l
孩子;1;Random;Random;Random;Yes;n
监狱;1;Random;Random;Random;Yes;n
心疼;1;Random;Random;Random;Yes;a
休眠;1;Random;Random;Random;Yes;v
精英;1;Random;Random;Random;Yes;n
宇航员;1;Random;Random;Random;Yes;n
一意孤行;1;Random;Random;Random;Yes;i
陪葬;1;Random;Random;Random;Yes;v
56;1;Random;Random;Random;Yes;eng
语言;1;Random;Random;Random;Yes;n
大力;1;Random;Random;Random;Yes;n
奇迹;1;Random;Random;Random;Yes;n
保持;1;Random;Random;Random;Yes;v
理智;1;Random;Random;Random;Yes;n
奢侈;1;Random;Random;Random;Yes;a
高度;1;Random;Random;Random;Yes;n
依赖;1;Random;Random;Random;Yes;v
文本;1;Random;Random;Random;Yes;n
形式;1;Random;Random;Random;Yes;n
视听;1;Random;Random;Random;Yes;v
零碎;1;Random;Random;Random;Yes;a
看得出;1;Random;Random;Random;Yes;v
智力;1;Random;Random;Random;Yes;n
浅显;1;Random;Random;Random;Yes;a
务求;1;Random;Random;Random;Yes;v
能看懂;1;Random;Random;Random;Yes;l
讲故事;1;Random;Random;Random;Yes;n
耐心;1;Random;Random;Random;Yes;a
放弃;1;Random;Random;Random;Yes;v
引导;1;Random;Random;Random;Yes;v
强迫;1;Random;Random;Random;Yes;a
进入;1;Random;Random;Random;Yes;v
广播剧;1;Random;Random;Random;Yes;n
奇观;1;Random;Random;Random;Yes;a
展示;1;Random;Random;Random;Yes;v
配乐;1;Random;Random;Random;Yes;vn
令人发指;1;Random;Random;Random;Yes;i
音轨;1;Random;Random;Random;Yes;n
铺满;1;Random;Random;Random;Yes;v
不在乎;1;Random;Random;Random;Yes;i
听力;1;Random;Random;Random;Yes;n
健康;1;Random;Random;Random;Yes;a
重音;1;Random;Random;Random;Yes;n
濒临;1;Random;Random;Random;Yes;v
崩溃;1;Random;Random;Random;Yes;v
着重强调;1;Random;Random;Random;Yes;n
场景;1;Random;Random;Random;Yes;n
淡化;1;Random;Random;Random;Yes;n
关键;1;Random;Random;Random;Yes;n
信息;1;Random;Random;Random;Yes;n
进行;1;Random;Random;Random;Yes;v
模糊化;1;Random;Random;Random;Yes;n
处理;1;Random;Random;Random;Yes;v
死亡;1;Random;Random;Random;Yes;v
目的性;1;Random;Random;Random;Yes;n
明显;1;Random;Random;Random;Yes;a
操控;1;Random;Random;Random;Yes;v
推动;1;Random;Random;Random;Yes;v
戏剧性;1;Random;Random;Random;Yes;n
彻底;1;Random;Random;Random;Yes;ad
指导;1;Random;Random;Random;Yes;n
堪称;1;Random;Random;Random;Yes;v
基本上;1;Random;Random;Random;Yes;n
乱吼;1;Random;Random;Random;Yes;v
爆发;1;Random;Random;Random;Yes;v
出来;1;Random;Random;Random;Yes;v
依旧;1;Random;Random;Random;Yes;z
作呕;1;Random;Random;Random;Yes;v
三观;1;Random;Random;Random;Yes;nz
极端;1;Random;Random;Random;Yes;n
背景;1;Random;Random;Random;Yes;n
论证;1;Random;Random;Random;Yes;n
Frost;1;Random;Random;Random;Yes;eng
punk;1;Random;Random;Random;Yes;eng
了解;1;Random;Random;Random;Yes;v
游戏;1;Random;Random;Random;Yes;n
通通;1;Random;Random;Random;Yes;vn
座椅;1;Random;Random;Random;Yes;n
精神;1;Random;Random;Random;Yes;n
集体主义;1;Random;Random;Random;Yes;n
坑害;1;Random;Random;Random;Yes;n
脑缺氧;1;Random;Random;Random;Yes;n
状态;1;Random;Random;Random;Yes;n
交代;1;Random;Random;Random;Yes;n
潦草;1;Random;Random;Random;Yes;a
看到;1;Random;Random;Random;Yes;v
任务;1;Random;Random;Random;Yes;n
车辆;1;Random;Random;Random;Yes;n
行驶;1;Random;Random;Random;Yes;v
高空;1;Random;Random;Random;Yes;n
地面;1;Random;Random;Random;Yes;n
崩坏;1;Random;Random;Random;Yes;v
险境;1;Random;Random;Random;Yes;n
紧张;1;Random;Random;Random;Yes;a
脚趾;1;Random;Random;Random;Yes;n
弓起;1;Random;Random;Random;Yes;nr
鞋里;1;Random;Random;Random;Yes;n
脱离危险;1;Random;Random;Random;Yes;i
瞬间;1;Random;Random;Random;Yes;t
离奇;1;Random;Random;Random;Yes;a
省略;1;Random;Random;Random;Yes;n
继续;1;Random;Random;Random;Yes;v
迈进;1;Random;Random;Random;Yes;v
打肿脸充胖子;1;Random;Random;Random;Yes;i
模样;1;Random;Random;Random;Yes;n
安插;1;Random;Random;Random;Yes;v
百度;1;Random;Random;Random;Yes;n
百科;1;Random;Random;Random;Yes;nz
程度;1;Random;Random;Random;Yes;n
历史;1;Random;Random;Random;Yes;n
唤起;1;Random;Random;Random;Yes;v
共鸣;1;Random;Random;Random;Yes;v
光年;1;Random;Random;Random;Yes;n
等待;1;Random;Random;Random;Yes;v
恒星;1;Random;Random;Random;Yes;nz
境况;1;Random;Random;Random;Yes;n
确定;1;Random;Random;Random;Yes;v
100;1;Random;Random;Random;Yes;eng
土鳖;1;Random;Random;Random;Yes;n
抑郁;1;Random;Random;Random;Yes;a
野心;1;Random;Random;Random;Yes;n
能力;1;Random;Random;Random;Yes;n
打底;1;Random;Random;Random;Yes;v
影视;1;Random;Random;Random;Yes;n
视觉;1;Random;Random;Random;Yes;n
预期;1;Random;Random;Random;Yes;vn
动机;1;Random;Random;Random;Yes;n
理解;1;Random;Random;Random;Yes;v
国人;1;Random;Random;Random;Yes;n
自豪;1;Random;Random;Random;Yes;n
名目;1;Random;Random;Random;Yes;n
利用;1;Random;Random;Random;Yes;n
商业行为;1;Random;Random;Random;Yes;n
心思;1;Random;Random;Random;Yes;n
差不多;1;Random;Random;Random;Yes;l
看不懂;1;Random;Random;Random;Yes;v
俗气;1;Random;Random;Random;Yes;n
要紧;1;Random;Random;Random;Yes;v
世界;1;Random;Random;Random;Yes;n
爱看;1;Random;Random;Random;Yes;v
看看;1;Random;Random;Random;Yes;v
评论;1;Random;Random;Random;Yes;n
愤怒;1;Random;Random;Random;Yes;v
核心;1;Random;Random;Random;Yes;n
遵循;1;Random;Random;Random;Yes;v
调度;1;Random;Random;Random;Yes;n
责任感;1;Random;Random;Random;Yes;n
设问;1;Random;Random;Random;Yes;v
终极;1;Random;Random;Random;Yes;n
体验;1;Random;Random;Random;Yes;n
契合;1;Random;Random;Random;Yes;v
扯蛋;1;Random;Random;Random;Yes;v
自我标榜;1;Random;Random;Random;Yes;i
父子;1;Random;Random;Random;Yes;n
冰释;1;Random;Random;Random;Yes;n
前嫌;1;Random;Random;Random;Yes;v
观影;1;Random;Random;Random;Yes;n
指南;1;Random;Random;Random;Yes;n
类比;1;Random;Random;Random;Yes;v
事情;1;Random;Random;Random;Yes;n
比如说;1;Random;Random;Random;Yes;l
公论;1;Random;Random;Random;Yes;n
不足以;1;Random;Random;Random;Yes;v
五星;1;Random;Random;Random;Yes;nz
翻版;1;Random;Random;Random;Yes;v
建立;1;Random;Random;Random;Yes;v
合作;1;Random;Random;Random;Yes;vn
基础;1;Random;Random;Random;Yes;n
制造;1;Random;Random;Random;Yes;v
底层;1;Random;Random;Random;Yes;n
体现;1;Random;Random;Random;Yes;v
底色;1;Random;Random;Random;Yes;n
数不清;1;Random;Random;Random;Yes;l
相反;1;Random;Random;Random;Yes;v
通力合作;1;Random;Random;Random;Yes;l
俄国人;1;Random;Random;Random;Yes;nz
搞起;1;Random;Random;Random;Yes;v
团伙;1;Random;Random;Random;Yes;n
可取;1;Random;Random;Random;Yes;v
具象化;1;Random;Random;Random;Yes;v
星辰;1;Random;Random;Random;Yes;n
大海;1;Random;Random;Random;Yes;ns
期望;1;Random;Random;Random;Yes;v
胸怀;1;Random;Random;Random;Yes;n
宇宙观;1;Random;Random;Random;Yes;l
意愿;1;Random;Random;Random;Yes;n
参与;1;Random;Random;Random;Yes;v
干涉;1;Random;Random;Random;Yes;v
输出;1;Random;Random;Random;Yes;v
顶呱呱;1;Random;Random;Random;Yes;z
背地里;1;Random;Random;Random;Yes;n
打哈哈;1;Random;Random;Random;Yes;nz
角度;1;Random;Random;Random;Yes;n
据说;1;Random;Random;Random;Yes;v
招来;1;Random;Random;Random;Yes;v
打着;1;Random;Random;Random;Yes;v
science;1;Random;Random;Random;Yes;eng
fiction;1;Random;Random;Random;Yes;eng
兜售;1;Random;Random;Random;Yes;v
主义;1;Random;Random;Random;Yes;n
实验;1;Random;Random;Random;Yes;vn
thought;1;Random;Random;Random;Yes;eng
experiment;1;Random;Random;Random;Yes;eng
恶臭;1;Random;Random;Random;Yes;a
想象力;1;Random;Random;Random;Yes;n
硬核;1;Random;Random;Random;Yes;n
天文;1;Random;Random;Random;Yes;nz
物理学;1;Random;Random;Random;Yes;n
专业;1;Random;Random;Random;Yes;n
研究;1;Random;Random;Random;Yes;vn
广义;1;Random;Random;Random;Yes;ns
相对论;1;Random;Random;Random;Yes;l
属实;1;Random;Random;Random;Yes;v
弟弟;1;Random;Random;Random;Yes;n
分数;1;Random;Random;Random;Yes;n
叛逆;1;Random;Random;Random;Yes;v
彷佛;1;Random;Random;Random;Yes;v
大年初一;1;Random;Random;Random;Yes;t
shi;1;Random;Random;Random;Yes;eng
科技进步;1;Random;Random;Random;Yes;n
打爆;1;Random;Random;Random;Yes;v
质感;1;Random;Random;Random;Yes;n
不知所云;1;Random;Random;Random;Yes;i
不知所谓;1;Random;Random;Random;Yes;l
生活;1;Random;Random;Random;Yes;vn
耗尽;1;Random;Random;Random;Yes;v
热情;1;Random;Random;Random;Yes;n
假大空;1;Random;Random;Random;Yes;n
感同身受;1;Random;Random;Random;Yes;l
情感;1;Random;Random;Random;Yes;n
廉价;1;Random;Random;Random;Yes;n
队友;1;Random;Random;Random;Yes;n
生厌;1;Random;Random;Random;Yes;v
客观;1;Random;Random;Random;Yes;n
评分;1;Random;Random;Random;Yes;n
很大;1;Random;Random;Random;Yes;a
面对;1;Random;Random;Random;Yes;v
困难;1;Random;Random;Random;Yes;an
挑战;1;Random;Random;Random;Yes;vn
采取;1;Random;Random;Random;Yes;v
行动;1;Random;Random;Random;Yes;vn
情势;1;Random;Random;Random;Yes;n
机遇;1;Random;Random;Random;Yes;n
遭遇;1;Random;Random;Random;Yes;n
转变;1;Random;Random;Random;Yes;v
绑住;1;Random;Random;Random;Yes;v
进去;1;Random;Random;Random;Yes;v
馒头;1;Random;Random;Random;Yes;n
怎么回事;1;Random;Random;Random;Yes;l
抉择;1;Random;Random;Random;Yes;v
轻飘飘;1;Random;Random;Random;Yes;z
意外;1;Random;Random;Random;Yes;a
营造;1;Random;Random;Random;Yes;vn
尸体;1;Random;Random;Random;Yes;n
遍地;1;Random;Random;Random;Yes;v
触动;1;Random;Random;Random;Yes;v
说到底;1;Random;Random;Random;Yes;l
人文;1;Random;Random;Random;Yes;n
关怀;1;Random;Random;Random;Yes;nr
空话;1;Random;Random;Random;Yes;n
何物;1;Random;Random;Random;Yes;n
及格;1;Random;Random;Random;Yes;ad
电影吧;1;Random;Random;Random;Yes;n
下去;1;Random;Random;Random;Yes;t
豆瓣;1;Random;Random;Random;Yes;n
app;1;Random;Random;Random;Yes;eng
认为;1;Random;Random;Random;Yes;v
才能;1;Random;Random;Random;Yes;v
打分;1;Random;Random;Random;Yes;v
现在;1;Random;Random;Random;Yes;t
热爱;1;Random;Random;Random;Yes;a
想要;1;Random;Random;Random;Yes;v
捍卫;1;Random;Random;Random;Yes;v
献上;1;Random;Random;Random;Yes;v
庄重;1;Random;Random;Random;Yes;a
主旋律;1;Random;Random;Random;Yes;n
践踏;1;Random;Random;Random;Yes;v
法规;1;Random;Random;Random;Yes;n
乱来;1;Random;Random;Random;Yes;v
蛮干;1;Random;Random;Random;Yes;n
主旨;1;Random;Random;Random;Yes;n
革命;1;Random;Random;Random;Yes;vn
压倒一切;1;Random;Random;Random;Yes;i
反动;1;Random;Random;Random;Yes;vn
力学;1;Random;Random;Random;Yes;n
定律;1;Random;Random;Random;Yes;n
脑子里;1;Random;Random;Random;Yes;n
红色;1;Random;Random;Random;Yes;n
基因;1;Random;Random;Random;Yes;n
上去;1;Random;Random;Random;Yes;t
受精卵;1;Random;Random;Random;Yes;i
ling;1;Random;Random;Random;Yes;eng
没用;1;Random;Random;Random;Yes;v
城里;1;Random;Random;Random;Yes;s
军装;1;Random;Random;Random;Yes;n
八角帽;1;Random;Random;Random;Yes;n
高喊;1;Random;Random;Random;Yes;nr
口号;1;Random;Random;Random;Yes;n
游行者;1;Random;Random;Random;Yes;n
是不是;1;Random;Random;Random;Yes;l
根本原因;1;Random;Random;Random;Yes;n
添麻烦;1;Random;Random;Random;Yes;l
不懂事;1;Random;Random;Random;Yes;l
宗教;1;Random;Random;Random;Yes;n
计划经济;1;Random;Random;Random;Yes;n
缩影;1;Random;Random;Random;Yes;n
